Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Characteristics[OrganismPart]	Characteristics[Ecotype]	Protocol REF	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[ORGANISM PART]	FactorValue[SAMPLING TIME POINT]	Unit[TimeUnit]
GSE5622GSM131286	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5622-1	GSE5622GSM131286 sample	GSE5622GSM131286 extract	total_RNA	GSE5622GSM131286 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2122_Osmoticstress-Roots-0.5h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-2122_Osmoticstress-Roots-0.5h_Rep2	GSM131286.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	root	0.5	hours
GSE5622GSM131294	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5622-1	GSE5622GSM131294 sample	GSE5622GSM131294 extract	total_RNA	GSE5622GSM131294 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2322_Osmoticstress-Roots-3.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-2322_Osmoticstress-Roots-3.0h_Rep2	GSM131294.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	root	3	hours
GSE5622GSM131300	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5622-1	GSE5622GSM131300 sample	GSE5622GSM131300 extract	total_RNA	GSE5622GSM131300 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2512_Osmoticstress-Shoots-12.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-2512_Osmoticstress-Shoots-12.0h_Rep2	GSM131300.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	shoot	12	hours
GSE5622GSM131297	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5622-1	GSE5622GSM131297 sample	GSE5622GSM131297 extract	total_RNA	GSE5622GSM131297 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2421_Osmoticstress-Roots-6.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-2421_Osmoticstress-Roots-6.0h_Rep1	GSM131297.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	root	6	hours
GSE5622GSM131305	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5622-1	GSE5622GSM131305 sample	GSE5622GSM131305 extract	total_RNA	GSE5622GSM131305 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2621_Osmoticstress-Roots-24.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-2621_Osmoticstress-Roots-24.0h_Rep1	GSM131305.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	root	24	hours
GSE5622GSM131287	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5622-1	GSE5622GSM131287 sample	GSE5622GSM131287 extract	total_RNA	GSE5622GSM131287 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2211_Osmoticstress-Shoots-1.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-2211_Osmoticstress-Shoots-1.0h_Rep1	GSM131287.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	shoot	1	hours
GSE5622GSM131288	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5622-1	GSE5622GSM131288 sample	GSE5622GSM131288 extract	total_RNA	GSE5622GSM131288 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2212_Osmoticstress-Shoots-1.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-2212_Osmoticstress-Shoots-1.0h_Rep2	GSM131288.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	shoot	1	hours
GSE5622GSM131291	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5622-1	GSE5622GSM131291 sample	GSE5622GSM131291 extract	total_RNA	GSE5622GSM131291 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2311_Osmoticstress-Shoots-3.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-2311_Osmoticstress-Shoots-3.0h_Rep1	GSM131291.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	shoot	3	hours
GSE5622GSM131303	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5622-1	GSE5622GSM131303 sample	GSE5622GSM131303 extract	total_RNA	GSE5622GSM131303 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2611_Osmoticstress-Shoots-24.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-2611_Osmoticstress-Shoots-24.0h_Rep1	GSM131303.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	shoot	24	hours
GSE5622GSM131306	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5622-1	GSE5622GSM131306 sample	GSE5622GSM131306 extract	total_RNA	GSE5622GSM131306 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2622_Osmoticstress-Roots-24.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-2622_Osmoticstress-Roots-24.0h_Rep2	GSM131306.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	root	24	hours
GSE5622GSM131285	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5622-1	GSE5622GSM131285 sample	GSE5622GSM131285 extract	total_RNA	GSE5622GSM131285 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2121_Osmoticstress-Roots-0.5h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-2121_Osmoticstress-Roots-0.5h_Rep1	GSM131285.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	root	0.5	hours
GSE5622GSM131292	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5622-1	GSE5622GSM131292 sample	GSE5622GSM131292 extract	total_RNA	GSE5622GSM131292 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2312_Osmoticstress-Shoots-3.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-2312_Osmoticstress-Shoots-3.0h_Rep2	GSM131292.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	shoot	3	hours
GSE5622GSM131283	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5622-1	GSE5622GSM131283 sample	GSE5622GSM131283 extract	total_RNA	GSE5622GSM131283 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2111_Osmoticstress-Shoots-0.5h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-2111_Osmoticstress-Shoots-0.5h_Rep1	GSM131283.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	shoot	0.5	hours
GSE5622GSM131284	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5622-1	GSE5622GSM131284 sample	GSE5622GSM131284 extract	total_RNA	GSE5622GSM131284 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-2112_Osmoticstress-Shoots-0.5h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-2112_Osmoticstress-Shoots-0.5h_Rep2	GSM131284.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.raw.1.zip	E-GEOD-5622-processed-data-1628479571.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5622/E-GEOD-5622.processed.1.zip	shoot	0.5	hours
