Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Characteristics [cell type]	Term Source REF	Term Accession Number	Characteristics [ecotype]	Characteristics [gfp-reporter]	Characteristics [growth media]	Characteristics [organism]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [CELL TYPE]	Term Source REF	Term Accession Number	FactorValue [GFP-REPORTER]	FactorValue [GROWTH MEDIA]
GSM1126315 1	Gene expression data from isolated stele cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, 140mM NaCl for 8 hours, replicate 2	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126315 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126315 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126315	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126315_STE-NaCl-8hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126315_sample_table.txt norm	GSM1126315_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126314 1	Gene expression data from isolated stele cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, 140mM NaCl for 8 hours, replicate 1	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126314 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126314 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126314	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126314_STE-NaCl-8hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126314_sample_table.txt norm	GSM1126314_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126313 1	Gene expression data from isolated stele cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, 140mM NaCl for 3 hours, replicate 3	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126313 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126313 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126313	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126313_STE-NaCl-3hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126313_sample_table.txt norm	GSM1126313_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126312 1	Gene expression data from isolated stele cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, 140mM NaCl for 3 hours, replicate 2	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126312 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126312 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126312	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126312_STE-NaCl-3hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126312_sample_table.txt norm	GSM1126312_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126311 1	Gene expression data from isolated stele cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, 140mM NaCl for 3 hours, replicate 1	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126311 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126311 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126311	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126311_STE-NaCl-3hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126311_sample_table.txt norm	GSM1126311_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126310 1	Gene expression data from isolated stele cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, 140mM NaCl for 1 hour, replicate 3	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126310 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126310 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126310	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126310_STE-NaCl-1hr-3b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126310_sample_table.txt norm	GSM1126310_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126309 1	Gene expression data from isolated stele cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, 140mM NaCl for 1 hour, replicate 2	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126309 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126309 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126309	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126309_STE-NaCl-1hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126309_sample_table.txt norm	GSM1126309_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126308 1	Gene expression data from isolated stele cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, 140mM NaCl for 1 hour, replicate 1	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126308 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126308 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126308	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126308_STE-NaCl-1hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126308_sample_table.txt norm	GSM1126308_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126307 1	Gene expression data from isolated stele cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, standard conditions for 48 hours, replicate 3	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126307 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126307 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126307	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126307_STE-MS-48hr-3b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126307_sample_table.txt norm	GSM1126307_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media
GSM1126306 1	Gene expression data from isolated stele cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, standard conditions for 48 hours, replicate 2	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126306 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126306 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126306	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126306_STE-MS-48hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126306_sample_table.txt norm	GSM1126306_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media
GSM1126305 1	Gene expression data from isolated stele cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, standard conditions for 48 hours, replicate 1	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126305 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126305 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126305	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126305_STE-MS-48hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126305_sample_table.txt norm	GSM1126305_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media
GSM1126304 1	Gene expression data from isolated stele cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, standard conditions for 1 hour, replicate 3	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126304 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126304 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126304	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126304_STE-MS-1hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126304_sample_table.txt norm	GSM1126304_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media
GSM1126303 1	Gene expression data from isolated stele cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, standard conditions for 1 hour, replicate 2	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126303 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126303 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126303	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126303_STE-MS-1hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126303_sample_table.txt norm	GSM1126303_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media
GSM1126302 1	Gene expression data from isolated stele cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, stele, standard conditions for 1 hour, replicate 1	Seedling roots, 5-7 days after germination	stele	EFO	EFO_0005099	Columbia	WOL::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126302 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126302 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126302	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126302_STE-MS-1hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126302_sample_table.txt norm	GSM1126302_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	stele	EFO	EFO_0005099	WOL::GFP	Standard media
GSM1126301 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 48 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 48 hours, replicate 3	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126301 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126301 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126301	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126301_END-NaCl-48hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126301_sample_table.txt norm	GSM1126301_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting
GSM1126300 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 48 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 48 hours, replicate 2	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126300 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126300 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126300	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126300_END-NaCl-48hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126300_sample_table.txt norm	GSM1126300_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting
GSM1126299 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 48 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 48 hours, replicate 1	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126299 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126299 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126299	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126299_END-NaCl-48hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126299_sample_table.txt norm	GSM1126299_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting
GSM1126298 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 32 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 32 hours, replicate 3	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126298 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126298 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126298	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126298_END-NaCl-32hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126298_sample_table.txt norm	GSM1126298_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting
GSM1126297 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 32 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 32 hours, replicate 2	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126297 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126297 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126297	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126297_END-NaCl-32hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126297_sample_table.txt norm	GSM1126297_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting
GSM1126296 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 32 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 32 hours, replicate 1	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126296 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126296 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126296	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126296_END-NaCl-32hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126296_sample_table.txt norm	GSM1126296_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting
GSM1126295 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 20 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 20 hours, replicate 3	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126295 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126295 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126295	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126295_END-NaCl-20hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126295_sample_table.txt norm	GSM1126295_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting
