Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[organism]	Characteristics[organism part]	Characteristics[ecotype]	Characteristics[genotype]	Comment[harvest date]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue[genotype]	FactorValue[growth condition]
GSM545379 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	colmock_1	Arabidopsis thaliana	rosette leaf	Col-0	wild type	22-12-09	P-GSE21920-14	P-GSE21920-3	P-GSE21920-29	GSM545379 extract 1	total RNA	P-GSE21920-5	GSM545379 LE 1	Biotin	P-GSE21920-6	GSM545379	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545379.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545379_sample_table.txt norm	GSM545379_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	MgCl2
GSM545366 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	colmock_3	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-14	P-GSE21920-3	P-GSE21920-15	GSM545366 extract 1	total RNA	P-GSE21920-5	GSM545366 LE 1	Biotin	P-GSE21920-6	GSM545366	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545366.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545366_sample_table.txt norm	GSM545366_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	MgCl2
GSM545378 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	col_3	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-11	P-GSE21920-3	P-GSE21920-28	GSM545378 extract 1	total RNA	P-GSE21920-5	GSM545378 LE 1	Biotin	P-GSE21920-6	GSM545378	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545378.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545378_sample_table.txt norm	GSM545378_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	none
GSM545377 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	col_2	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-11	P-GSE21920-3	P-GSE21920-27	GSM545377 extract 1	total RNA	P-GSE21920-5	GSM545377 LE 1	Biotin	P-GSE21920-6	GSM545377	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545377.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545377_sample_table.txt norm	GSM545377_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	none
GSM545376 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	col_1	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-11	P-GSE21920-3	P-GSE21920-26	GSM545376 extract 1	total RNA	P-GSE21920-5	GSM545376 LE 1	Biotin	P-GSE21920-6	GSM545376	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545376.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545376_sample_table.txt norm	GSM545376_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	none
GSM545386 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	colptobis_3	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-35	P-GSE21920-3	P-GSE21920-38	GSM545386 extract 1	total RNA	P-GSE21920-5	GSM545386 LE 1	Biotin	P-GSE21920-6	GSM545386	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545386.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545386_sample_table.txt norm	GSM545386_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	Pseudomonas syringae pv. tomato
GSM545385 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	colptobis_1	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-35	P-GSE21920-3	P-GSE21920-37	GSM545385 extract 1	total RNA	P-GSE21920-5	GSM545385 LE 1	Biotin	P-GSE21920-6	GSM545385	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545385.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545385_sample_table.txt norm	GSM545385_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	Pseudomonas syringae pv. tomato
GSM545384 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	colptobis_2	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-35	P-GSE21920-3	P-GSE21920-36	GSM545384 extract 1	total RNA	P-GSE21920-5	GSM545384 LE 1	Biotin	P-GSE21920-6	GSM545384	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545384.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545384_sample_table.txt norm	GSM545384_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	Pseudomonas syringae pv. tomato
GSM545372 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	colhop_3	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-9	P-GSE21920-3	P-GSE21920-22	GSM545372 extract 1	total RNA	P-GSE21920-5	GSM545372 LE 1	Biotin	P-GSE21920-6	GSM545372	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545372.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545372_sample_table.txt norm	GSM545372_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	Pseudomonas syringae pv. tomato expressing HopZ1a
GSM545367 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	colhop_1	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-9	P-GSE21920-3	P-GSE21920-16	GSM545367 extract 1	total RNA	P-GSE21920-5	GSM545367 LE 1	Biotin	P-GSE21920-6	GSM545367	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545367.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545367_sample_table.txt norm	GSM545367_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	Pseudomonas syringae pv. tomato expressing HopZ1a
GSM545364 1	- Pseudomonas syringae is a plant pathogenic bacterium that relies on a type III secretion system (T3SS) to cause disease in susceptible hosts and to trigger defence in resistant plants. The T3SS translocates effector proteins directly inside the plant cell. Some P. syringae pathovars translocate the effector HopZ1a, which is recognized in Arabidopsis, triggering the hypersensitive response (HR). This resistance does not depend on the usual defence pathways involved in resistance against other avirulence effectors, so it would be very helpful to know the transcriptomic events that take place in the context of a hypersensitive response triggered by HopZ1a. ULP genes codifies for plant SUMO-proteases. Recent studies by our group revealed that they could be involved in plant defense against microorganisms.	colhop_2	Arabidopsis thaliana	rosette leaf	Col-0	wild type	  	P-GSE21920-9	P-GSE21920-3	P-GSE21920-10	GSM545364 extract 1	total RNA	P-GSE21920-5	GSM545364 LE 1	Biotin	P-GSE21920-6	GSM545364	A-AFFY-2	P-GSE21920-7	P-GSE21920-8	GSM545364.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.raw.1.zip	P-GSE21920-1	GSM545364_sample_table.txt norm	GSM545364_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21920/E-GEOD-21920.processed.1.zip	wild type	Pseudomonas syringae pv. tomato expressing HopZ1a
