Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [age]	Unit[time unit]	Characteristics [genotype]	Characteristics [ecotype]	Characteristics [organism part]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [genotype]	FactorValue [organism part]	FactorValue [compound]	FactorValue[dose]	Unit[concentration unit]
GSM984732 1	Gene expression data from roots of 10-day-old plants grown on 0.5X MS without any iron added	roots of bhlh100/101 0uM Fe	roots of bhlh100/101 0uM Fe, biological rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	bhlh100/101 double mutant	Col-0	root	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984732 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984732 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984732	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984732_dm0_14_20110907_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984732_sample_table.txt norm	GSM984732_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	bhlh100/101 double mutant	root	none	  	        
GSM984731 1	Gene expression data from roots of 10-day-old plants grown on 0.5X MS without any iron added	roots of bhlh100/101 0uM Fe	roots of bhlh100/101 0uM Fe, biological rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	bhlh100/101 double mutant	Col-0	root	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984731 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984731 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984731	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984731_dm0_13_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984731_sample_table.txt norm	GSM984731_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	bhlh100/101 double mutant	root	none	  	        
GSM984730 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS supplemented with 100uM iron added	shoots of WT 100uM Fe	shoots of WT 100uM Fe, biological rep3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	wild type	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984730 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984730 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984730	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984730_wt100s_12_20110907_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984730_sample_table.txt norm	GSM984730_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	wild type	shoot	iron	100	micromolar
GSM984729 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS supplemented with 100uM iron added	shoots of WT 100uM Fe	shoots of WT 100uM Fe, biological rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	wild type	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984729 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984729 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984729	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984729_wt100s_11_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984729_sample_table.txt norm	GSM984729_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	wild type	shoot	iron	100	micromolar
GSM984728 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS supplemented with 100uM iron added	shoots of WT 100uM Fe	shoots of WT 100uM Fe, biological rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	wild type	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984728 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984728 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984728	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984728_wt100s_10_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984728_sample_table.txt norm	GSM984728_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	wild type	shoot	iron	100	micromolar
GSM984727 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS without any iron added	shoots of WT 0uM Fe	shoots of WT 0uM Fe, biological rep3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	wild type	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984727 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984727 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984727	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984727_wt0s_9_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984727_sample_table.txt norm	GSM984727_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	wild type	shoot	none	  	        
GSM984726 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS without any iron added	shoots of WT 0uM Fe	shoots of WT 0uM Fe, biological rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	wild type	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984726 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984726 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984726	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984726_wt0s_8_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984726_sample_table.txt norm	GSM984726_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	wild type	shoot	none	  	        
GSM984725 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS without any iron added	shoots of WT 0uM Fe	shoots of WT 0uM Fe, biological rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	wild type	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984725 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984725 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984725	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984725_wt0s_7_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984725_sample_table.txt norm	GSM984725_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	wild type	shoot	none	  	        
GSM984724 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS supplemented with 100uM iron added	shoots of bhlh100/101 100uM Fe	shoots of bhlh100/101 100uM Fe, biological rep3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	bhlh100/101 double mutant	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984724 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984724 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984724	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984724_dm100s_6_20110907_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984724_sample_table.txt norm	GSM984724_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	bhlh100/101 double mutant	shoot	iron	100	micromolar
GSM984723 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS supplemented with 100uM iron added	shoots of bhlh100/101 100uM Fe	shoots of bhlh100/101 100uM Fe, biological rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	bhlh100/101 double mutant	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984723 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984723 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984723	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984723_dm100s_5_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984723_sample_table.txt norm	GSM984723_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	bhlh100/101 double mutant	shoot	iron	100	micromolar
GSM984722 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS supplemented with 100uM iron added	shoots of bhlh100/101 100uM Fe	shoots of bhlh100/101 100uM Fe, biological rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	bhlh100/101 double mutant	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984722 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984722 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984722	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984722_dm100s_4_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984722_sample_table.txt norm	GSM984722_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	bhlh100/101 double mutant	shoot	iron	100	micromolar
GSM984721 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS without any iron added	shoots of bhlh100/101 0uM Fe	shoots of bhlh100/101 0uM Fe, biological rep3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	bhlh100/101 double mutant	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984721 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984721 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984721	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984721_dm0s_3_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984721_sample_table.txt norm	GSM984721_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	bhlh100/101 double mutant	shoot	none	  	        
GSM984720 1	Gene expression data from shoots of 10-day-old plants grown on 0.5X MS without any iron added	shoots of bhlh100/101 0uM Fe	shoots of bhlh100/101 0uM Fe, biological rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	10	day	bhlh100/101 double mutant	Col-0	shoot	P-GSE40076-2	ArrayExpress	P-GSE40076-3	ArrayExpress	P-GSE40076-4	ArrayExpress	GSM984720 extract 1	total RNA	P-GSE40076-5	ArrayExpress	GSM984720 LE 1	biotin	P-GSE40076-6	ArrayExpress	GSM984720	A-AFFY-2	ArrayExpress	P-GSE40076-7	ArrayExpress	P-GSE40076-8	ArrayExpress	GSM984720_dm0s_2_20110906_ATH1-121501_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.raw.1.zip	P-GSE40076-1	ArrayExpress	GSM984720_sample_table.txt norm	GSM984720_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-40076/E-GEOD-40076.processed.1.zip	bhlh100/101 double mutant	shoot	none	  	        
