Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics[OrganismPart]	Characteristics[Genotype]	Description	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[GENOTYPE]	FactorValue[ORGANISM_PART]
GSE6151GSM142623	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	xylem	Col-0	Dubos_A-1-wtx_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 85.37 Background Stdev (float) = 1.68 Background Max (float) = 91.7 Background Min (float) = 82.6 Noise Avg (float) = 4.71 Noise Stdev (float) = 0.26 Noise Max (float) = 5.8 Noise Min (float) = 4.3 RawQ (float) = 3.38 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 688 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A1.1-dubos-wtx.DAT. OrganismPart: xylem; Ecotype: Col-0; NASC:StockCode:	P-G6151-1	GSE6151GSM142623 sample	P-G6151-3	GSE6151GSM142623 extract	total_RNA	P-G6151-2	GSE6151GSM142623 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A1.1-dubos-wtx	A-AFFY-2	P-AFFY-6	MC002_ATH1_A1.1-dubos-wtx	GSM142623.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Col-0	xylem
GSE6151GSM142625	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	xylem	Col-0	Dubos_A-1-wtx_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 123.77 Background Stdev (float) = 3.49 Background Max (float) = 134.9 Background Min (float) = 118.3 Noise Avg (float) = 6.82 Noise Stdev (float) = 0.44 Noise Max (float) = 8.1 Noise Min (float) = 6.0 RawQ (float) = 4.43 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 418 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A1.3-dubos-wtx.DAT. OrganismPart: xylem; Ecotype: Col-0; NASC:StockCode:	P-G6151-1	GSE6151GSM142625 sample	P-G6151-3	GSE6151GSM142625 extract	total_RNA	P-G6151-2	GSE6151GSM142625 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A1.3-dubos-wtx	A-AFFY-2	P-AFFY-6	MC002_ATH1_A1.3-dubos-wtx	GSM142625.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Col-0	xylem
GSE6151GSM142628	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cork	Col-0	Dubos_A-2-wtc_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 69.38 Background Stdev (float) = 1.02 Background Max (float) = 72.5 Background Min (float) = 66.7 Noise Avg (float) = 3.31 Noise Stdev (float) = 0.12 Noise Max (float) = 3.7 Noise Min (float) = 3.0 RawQ (float) = 2.63 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 243 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A2.3-dubos-wtc.DAT. OrganismPart: cork; Ecotype: Col-0; NASC:StockCode:	P-G6151-1	GSE6151GSM142628 sample	P-G6151-3	GSE6151GSM142628 extract	total_RNA	P-G6151-2	GSE6151GSM142628 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A2.3-dubos-wtc	A-AFFY-2	P-AFFY-6	MC002_ATH1_A2.3-dubos-wtc	GSM142628.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Col-0	cork
GSE6151GSM142626	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cork	Col-0	Dubos_A-2-wtc_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 75.30 Background Stdev (float) = 2.08 Background Max (float) = 81.6 Background Min (float) = 71.8 Noise Avg (float) = 3.88 Noise Stdev (float) = 0.22 Noise Max (float) = 4.7 Noise Min (float) = 3.5 RawQ (float) = 2.85 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 416 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A2.1-dubos-wtc.DAT. OrganismPart: cork; Ecotype: Col-0; NASC:StockCode:	P-G6151-1	GSE6151GSM142626 sample	P-G6151-3	GSE6151GSM142626 extract	total_RNA	P-G6151-2	GSE6151GSM142626 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A2.1-dubos-wtc	A-AFFY-2	P-AFFY-6	MC002_ATH1_A2.1-dubos-wtc	GSM142626.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Col-0	cork
GSE6151GSM142627	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cork	Col-0	Dubos_A-2-wtc_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 75.52 Background Stdev (float) = 2.22 Background Max (float) = 81.6 Background Min (float) = 71.5 Noise Avg (float) = 3.71 Noise Stdev (float) = 0.16 Noise Max (float) = 4.2 Noise Min (float) = 3.3 RawQ (float) = 2.75 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 523 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A2.2-dubos-wtc.DAT. OrganismPart: cork; Ecotype: Col-0; NASC:StockCode:	P-G6151-1	GSE6151GSM142627 sample	P-G6151-3	GSE6151GSM142627 extract	total_RNA	P-G6151-2	GSE6151GSM142627 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A2.2-dubos-wtc	A-AFFY-2	P-AFFY-6	MC002_ATH1_A2.2-dubos-wtc	GSM142627.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Col-0	cork
GSE6151GSM142650	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	hypocotyl	Col-0	Dubos_A-10-wth_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 89.80 Background Stdev (float) = 2.94 Background Max (float) = 98.4 Background Min (float) = 84.5 Noise Avg (float) = 4.22 Noise Stdev (float) = 0.25 Noise Max (float) = 5.2 Noise Min (float) = 3.7 RawQ (float) = 3.29 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 173 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A10.1-dubos-wth.DAT. OrganismPart: hypocotyl; Ecotype: Col-0; NASC:StockCode:	P-G6151-1	GSE6151GSM142650 sample	P-G6151-3	GSE6151GSM142650 extract	total_RNA	P-G6151-2	GSE6151GSM142650 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A10.1-dubos-wth	A-AFFY-2	P-AFFY-6	MC002_ATH1_A10.1-dubos-wth	GSM142650.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Col-0	hypocotyl
GSE6151GSM142651	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	hypocotyl	Col-0	Dubos_A-10-wth_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 75.42 Background Stdev (float) = 3.23 Background Max (float) = 83.2 Background Min (float) = 69.9 Noise Avg (float) = 3.86 Noise Stdev (float) = 0.39 Noise Max (float) = 4.9 Noise Min (float) = 3.1 RawQ (float) = 2.80 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 400 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A10.2-dubos-wth.DAT. OrganismPart: hypocotyl; Ecotype: Col-0; NASC:StockCode:	P-G6151-1	GSE6151GSM142651 sample	P-G6151-3	GSE6151GSM142651 extract	total_RNA	P-G6151-2	GSE6151GSM142651 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A10.2-dubos-wth	A-AFFY-2	P-AFFY-6	MC002_ATH1_A10.2-dubos-wth	GSM142651.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Col-0	hypocotyl
GSE6151GSM142624	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	xylem	Col-0	Dubos_A-1-wtx_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 94.76 Background Stdev (float) = 2.01 Background Max (float) = 101.0 Background Min (float) = 90.7 Noise Avg (float) = 5.11 Noise Stdev (float) = 0.23 Noise Max (float) = 6.0 Noise Min (float) = 4.6 RawQ (float) = 3.53 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 309 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A1.2-dubos-wtx.DAT. OrganismPart: xylem; Ecotype: Col-0; NASC:StockCode:	P-G6151-1	GSE6151GSM142624 sample	P-G6151-3	GSE6151GSM142624 extract	total_RNA	P-G6151-2	GSE6151GSM142624 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A1.2-dubos-wtx	A-AFFY-2	P-AFFY-6	MC002_ATH1_A1.2-dubos-wtx	GSM142624.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Col-0	xylem
GSE6151GSM142642	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	hypocotyl	Ler	Dubos_A-7-wlh_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 115.35 Background Stdev (float) = 3.67 Background Max (float) = 125.8 Background Min (float) = 107.0 Noise Avg (float) = 6.11 Noise Stdev (float) = 0.29 Noise Max (float) = 7.2 Noise Min (float) = 5.5 RawQ (float) = 4.08 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 403 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A7.2-dubos-wLh.DAT. OrganismPart: hypocotyl; Ecotype: Ler; NASC:StockCode:	P-G6151-1	GSE6151GSM142642 sample	P-G6151-3	GSE6151GSM142642 extract	total_RNA	P-G6151-2	GSE6151GSM142642 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A7.2-dubos-wLh	A-AFFY-2	P-AFFY-6	MC002_ATH1_A7.2-dubos-wLh	GSM142642.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Ler	hypocotyl
GSE6151GSM142641	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	hypocotyl	Ler	Dubos_A-7-wlh_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 119.66 Background Stdev (float) = 1.84 Background Max (float) = 125.9 Background Min (float) = 115.0 Noise Avg (float) = 6.19 Noise Stdev (float) = 0.23 Noise Max (float) = 6.8 Noise Min (float) = 5.7 RawQ (float) = 4.35 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 447 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A7.1-dubos-wLh.DAT. OrganismPart: hypocotyl; Ecotype: Ler; NASC:StockCode:	P-G6151-1	GSE6151GSM142641 sample	P-G6151-3	GSE6151GSM142641 extract	total_RNA	P-G6151-2	GSE6151GSM142641 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A7.1-dubos-wLh	A-AFFY-2	P-AFFY-6	MC002_ATH1_A7.1-dubos-wLh	GSM142641.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Ler	hypocotyl
GSE6151GSM142643	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	hypocotyl	Ler	Dubos_A-7-wlh_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 131.51 Background Stdev (float) = 4.49 Background Max (float) = 144.7 Background Min (float) = 122.6 Noise Avg (float) = 7.31 Noise Stdev (float) = 0.35 Noise Max (float) = 8.5 Noise Min (float) = 6.6 RawQ (float) = 4.43 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 281 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A7.3-dubos-wLh.DAT. OrganismPart: hypocotyl; Ecotype: Ler; NASC:StockCode:	P-G6151-1	GSE6151GSM142643 sample	P-G6151-3	GSE6151GSM142643 extract	total_RNA	P-G6151-2	GSE6151GSM142643 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A7.3-dubos-wLh	A-AFFY-2	P-AFFY-6	MC002_ATH1_A7.3-dubos-wLh	GSM142643.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	Ler	hypocotyl
GSE6151GSM142653	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	hypocotyl	max4 mutant	Dubos_A-11-mxh_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 79.71 Background Stdev (float) = 1.98 Background Max (float) = 85.2 Background Min (float) = 75.0 Noise Avg (float) = 3.66 Noise Stdev (float) = 0.11 Noise Max (float) = 3.9 Noise Min (float) = 3.4 RawQ (float) = 2.81 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 810 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A11.1-dubos-mxh.DAT. OrganismPart: hypocotyl; Ecotype: max4; NASC:StockCode:	P-G6151-1	GSE6151GSM142653 sample	P-G6151-3	GSE6151GSM142653 extract	total_RNA	P-G6151-2	GSE6151GSM142653 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A11.1-dubos-mxh	A-AFFY-2	P-AFFY-6	MC002_ATH1_A11.1-dubos-mxh	GSM142653.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	max4 mutant	hypocotyl
GSE6151GSM142655	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	hypocotyl	max4 mutant	Dubos_A-11-mxh_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 87.18 Background Stdev (float) = 1.48 Background Max (float) = 91.1 Background Min (float) = 84.2 Noise Avg (float) = 4.33 Noise Stdev (float) = 0.15 Noise Max (float) = 4.9 Noise Min (float) = 3.9 RawQ (float) = 3.17 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 314 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A11.3-dubos-mxh.DAT. OrganismPart: hypocotyl; Ecotype: max4; NASC:StockCode:	P-G6151-1	GSE6151GSM142655 sample	P-G6151-3	GSE6151GSM142655 extract	total_RNA	P-G6151-2	GSE6151GSM142655 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A11.3-dubos-mxh	A-AFFY-2	P-AFFY-6	MC002_ATH1_A11.3-dubos-mxh	GSM142655.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	max4 mutant	hypocotyl
GSE6151GSM142654	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	hypocotyl	max4 mutant	Dubos_A-11-mxh_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 77.09 Background Stdev (float) = 1.36 Background Max (float) = 80.2 Background Min (float) = 73.3 Noise Avg (float) = 3.52 Noise Stdev (float) = 0.09 Noise Max (float) = 3.8 Noise Min (float) = 3.2 RawQ (float) = 2.73 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 548 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A11.2-dubos-mxh.DAT. OrganismPart: hypocotyl; Ecotype: max4; NASC:StockCode:	P-G6151-1	GSE6151GSM142654 sample	P-G6151-3	GSE6151GSM142654 extract	total_RNA	P-G6151-2	GSE6151GSM142654 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A11.2-dubos-mxh	A-AFFY-2	P-AFFY-6	MC002_ATH1_A11.2-dubos-mxh	GSM142654.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	max4 mutant	hypocotyl
GSE6151GSM142638	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cork	MYB50 knockout	Dubos_A-6-5kc_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 64.23 Background Stdev (float) = 1.02 Background Max (float) = 68.4 Background Min (float) = 62.2 Noise Avg (float) = 3.01 Noise Stdev (float) = 0.09 Noise Max (float) = 3.3 Noise Min (float) = 2.8 RawQ (float) = 2.55 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 281 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A6.1-dubos-5kc_repeat.DAT. OrganismPart: cork; Ecotype: MYB50 knockout; NASC:StockCode:	P-G6151-1	GSE6151GSM142638 sample	P-G6151-3	GSE6151GSM142638 extract	total_RNA	P-G6151-2	GSE6151GSM142638 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A6.1-dubos-5kc_repeat	A-AFFY-2	P-AFFY-6	MC002_ATH1_A6.1-dubos-5kc_repeat	GSM142638.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	MYB50 knockout	cork
GSE6151GSM142636	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	xylem	MYB50 knockout	Dubos_A-5-5kx_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 88.65 Background Stdev (float) = 1.65 Background Max (float) = 94.0 Background Min (float) = 84.3 Noise Avg (float) = 5.07 Noise Stdev (float) = 0.18 Noise Max (float) = 5.9 Noise Min (float) = 4.5 RawQ (float) = 3.40 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 524 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A5.2-dubos-5kx.DAT. OrganismPart: xylem; Ecotype: MYB50 knockout; NASC:StockCode:	P-G6151-1	GSE6151GSM142636 sample	P-G6151-3	GSE6151GSM142636 extract	total_RNA	P-G6151-2	GSE6151GSM142636 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A5.2-dubos-5kx	A-AFFY-2	P-AFFY-6	MC002_ATH1_A5.2-dubos-5kx	GSM142636.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	MYB50 knockout	xylem
GSE6151GSM142640	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cork	MYB50 knockout	Dubos_A-6-5kc_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 104.89 Background Stdev (float) = 1.45 Background Max (float) = 109.2 Background Min (float) = 100.4 Noise Avg (float) = 6.29 Noise Stdev (float) = 0.17 Noise Max (float) = 6.8 Noise Min (float) = 5.7 RawQ (float) = 4.07 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 666 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A6.3-dubos-5kc.DAT. OrganismPart: cork; Ecotype: MYB50 knockout; NASC:StockCode:	P-G6151-1	GSE6151GSM142640 sample	P-G6151-3	GSE6151GSM142640 extract	total_RNA	P-G6151-2	GSE6151GSM142640 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A6.3-dubos-5kc	A-AFFY-2	P-AFFY-6	MC002_ATH1_A6.3-dubos-5kc	GSM142640.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	MYB50 knockout	cork
GSE6151GSM142637	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	xylem	MYB50 knockout	Dubos_A-5-5kx_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 86.92 Background Stdev (float) = 2.84 Background Max (float) = 94.0 Background Min (float) = 81.2 Noise Avg (float) = 4.99 Noise Stdev (float) = 0.19 Noise Max (float) = 5.7 Noise Min (float) = 4.7 RawQ (float) = 3.42 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 694 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MC002_ATH1_A5.3-dubos-5kx.DAT. OrganismPart: xylem; Ecotype: MYB50 knockout; NASC:StockCode:	P-G6151-1	GSE6151GSM142637 sample	P-G6151-3	GSE6151GSM142637 extract	total_RNA	P-G6151-2	GSE6151GSM142637 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MC002_ATH1_A5.3-dubos-5kx	A-AFFY-2	P-AFFY-6	MC002_ATH1_A5.3-dubos-5kx	GSM142637.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.raw.1.zip	E-GEOD-6151-processed-data-1628817259.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6151/E-GEOD-6151.processed.1.zip	MYB50 knockout	xylem
