Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]
GSM1348255 1	CBF2Δc overexpressing line DN89 grown at 22⁰C on agar plates under continuous light for 11 d followed by 24h at 4⁰C	CBF2DN grown at 22⁰C followed by 24h at 4⁰C	CBF2DN, 24h cold, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348255 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348255 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348255	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348255_CBF2_DN89_cold_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348255_sample_table.txt norm	GSM1348255_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348254 1	CBF2Δc overexpressing line DN89 grown at 22⁰C on agar plates under continuous light for 11 d followed by 24h at 4⁰C	CBF2DN grown at 22⁰C followed by 24h at 4⁰C	CBF2DN, 24h cold, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348254 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348254 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348254	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348254_CBF2_DN89_cold_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348254_sample_table.txt norm	GSM1348254_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348253 1	CBF2Δc overexpressing line DN96 grown at 22⁰C on agar plates under continuous light for 11 d	CBF2DN grown at 22⁰C	CBF2DN, warm, biological rep4	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348253 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348253 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348253	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348253_CBF2_DN96_warm_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348253_sample_table.txt norm	GSM1348253_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348252 1	CBF2Δc overexpressing line DN96 grown at 22⁰C on agar plates under continuous light for 11 d	CBF2DN grown at 22⁰C	CBF2DN, warm, biological rep3	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348252 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348252 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348252	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348252_CBF2_DN96_warm_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348252_sample_table.txt norm	GSM1348252_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348251 1	CBF2Δc overexpressing line DN89 grown at 22⁰C on agar plates under continuous light for 11 d	CBF2DN grown at 22⁰C	CBF2DN, warm, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348251 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348251 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348251	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348251_CBF2_DN89_warm_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348251_sample_table.txt norm	GSM1348251_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348250 1	CBF2Δc overexpressing line DN89 grown at 22⁰C on agar plates under continuous light for 11 d	CBF2DN grown at 22⁰C	CBF2DN, warm, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348250 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348250 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348250	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348250_CBF2_DN89_warm_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348250_sample_table.txt norm	GSM1348250_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348249 1	CBF3 overexpressing line A30 grown at 22⁰C on agar plates under continuous light for 11 d	CBF3OX grown at 22⁰C	CBF3OX, biological rep4	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348249 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348249 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348249	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348249_CBF3_A30_warm_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348249_sample_table.txt norm	GSM1348249_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348248 1	CBF3 overexpressing line A30 grown at 22⁰C on agar plates under continuous light for 11 d	CBF3OX grown at 22⁰C	CBF3OX, biological rep3	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348248 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348248 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348248	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348248_CBF3_A30_warm_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348248_sample_table.txt norm	GSM1348248_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348247 1	CBF3 overexpressing line A28 grown at 22⁰C on agar plates under continuous light for 11 d	CBF3OX grown at 22⁰C	CBF3OX, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348247 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348247 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348247	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348247_CBF3_A28_warm_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348247_sample_table.txt norm	GSM1348247_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348246 1	CBF3 overexpressing line A28 grown at 22⁰C on agar plates under continuous light for 11 d	CBF3OX grown at 22⁰C	CBF3OX, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348246 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348246 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348246	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348246_CBF3_A28_warm_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348246_sample_table.txt norm	GSM1348246_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348245 1	CBF2 overexpressing line E24 grown at 22⁰C on agar plates under continuous light for 11 d	CBF2OX grown at 22⁰C	CBF2OX, biological rep4	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348245 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348245 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348245	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348245_CBF2_E24_warm_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348245_sample_table.txt norm	GSM1348245_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348244 1	CBF2 overexpressing line E24 grown at 22⁰C on agar plates under continuous light for 11 d	CBF2OX grown at 22⁰C	CBF2OX, biological rep3	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348244 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348244 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348244	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348244_CBF2_E24_warm_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348244_sample_table.txt norm	GSM1348244_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348243 1	CBF2 overexpressing line E2 grown at 22⁰C on agar plates under continuous light for 11 d	CBF2OX grown at 22⁰C	CBF2OX, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348243 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348243 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348243	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348243_CBF2_E2_warm_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348243_sample_table.txt norm	GSM1348243_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348242 1	CBF2 overexpressing line E2 grown at 22⁰C on agar plates under continuous light for 11 d	CBF2OX grown at 22⁰C	CBF2OX, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348242 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348242 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348242	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348242_CBF2_E2_warm_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348242_sample_table.txt norm	GSM1348242_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348241 1	CBF1 overexpressing line G39 grown at 22⁰C on agar plates under continuous light for 11 d	CBF1OX grown at 22⁰C	CBF1OX, biological rep4	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348241 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348241 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348241	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348241_CBF1_G39_warm_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348241_sample_table.txt norm	GSM1348241_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
GSM1348240 1	CBF1 overexpressing line G39 grown at 22⁰C on agar plates under continuous light for 11 d	CBF1OX grown at 22⁰C	CBF1OX, biological rep3	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55906-2	ArrayExpress	P-GSE55906-3	ArrayExpress	P-GSE55906-4	ArrayExpress	GSM1348240 extract 1	total RNA	P-GSE55906-5	ArrayExpress	GSM1348240 LE 1	biotin	P-GSE55906-6	ArrayExpress	GSM1348240	A-AFFY-2	ArrayExpress	array assay	P-GSE55906-7	ArrayExpress	GSM1348240_CBF1_G39_warm_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.raw.1.zip	P-GSE55906-1	ArrayExpress	GSM1348240_sample_table.txt norm	GSM1348240_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55906/E-GEOD-55906.processed.1.zip
