Source Name	Characteristics [StrainOrLine]	Characteristics [Organism]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [TIME]	Unit [TimeUnit]	Factor Value [GROWTH CONDITION]	Factor Value [TEMPERATURE]	Unit [TemperatureUnit]
cT46Wa	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT46W	total_RNA	P-MTAB-12071	cT46W_labeled	biotin	unknown	P-MTAB-12069	H_cT46W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT46W.CEL	Hannah_cT46W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	46	hours	continuous light	20	degree_C
cT46Wb	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT46W	total_RNA	P-MTAB-12071	cT46W_labeled	biotin	unknown	P-MTAB-12069	H_cT46W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT46W.CEL	Hannah_cT46W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	46	hours	continuous light	20	degree_C
cT46Wc	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT46W	total_RNA	P-MTAB-12071	cT46W_labeled	biotin	unknown	P-MTAB-12069	H_cT46W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT46W.CEL	Hannah_cT46W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	46	hours	continuous light	20	degree_C
cT46We	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT46W	total_RNA	P-MTAB-12071	cT46W_labeled	biotin	unknown	P-MTAB-12069	H_cT46W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT46W.CEL	Hannah_cT46W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	46	hours	continuous light	20	degree_C
cT46Wd	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT46W	total_RNA	P-MTAB-12071	cT46W_labeled	biotin	unknown	P-MTAB-12069	H_cT46W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT46W.CEL	Hannah_cT46W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	46	hours	continuous light	20	degree_C
T18a	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18	total_RNA	P-MTAB-12071	T18_labeled	biotin	unknown	P-MTAB-12069	H_T18_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18.CEL	Hannah_T18.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	4	degree_C
T18d	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18	total_RNA	P-MTAB-12071	T18_labeled	biotin	unknown	P-MTAB-12069	H_T18_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18.CEL	Hannah_T18.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	4	degree_C
T18e	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18	total_RNA	P-MTAB-12071	T18_labeled	biotin	unknown	P-MTAB-12069	H_T18_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18.CEL	Hannah_T18.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	4	degree_C
T18b	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18	total_RNA	P-MTAB-12071	T18_labeled	biotin	unknown	P-MTAB-12069	H_T18_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18.CEL	Hannah_T18.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	4	degree_C
T18c	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18	total_RNA	P-MTAB-12071	T18_labeled	biotin	unknown	P-MTAB-12069	H_T18_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18.CEL	Hannah_T18.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	4	degree_C
T30Wa	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T30W	total_RNA	P-MTAB-12071	T30W_labeled	biotin	unknown	P-MTAB-12069	H_T30W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T30W.CEL	Hannah_T30W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	30	hours	light/dark	20	degree_C
T30Wd	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T30W	total_RNA	P-MTAB-12071	T30W_labeled	biotin	unknown	P-MTAB-12069	H_T30W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T30W.CEL	Hannah_T30W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	30	hours	light/dark	20	degree_C
T30We	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T30W	total_RNA	P-MTAB-12071	T30W_labeled	biotin	unknown	P-MTAB-12069	H_T30W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T30W.CEL	Hannah_T30W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	30	hours	light/dark	20	degree_C
T30Wb	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T30W	total_RNA	P-MTAB-12071	T30W_labeled	biotin	unknown	P-MTAB-12069	H_T30W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T30W.CEL	Hannah_T30W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	30	hours	light/dark	20	degree_C
T30Wc	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T30W	total_RNA	P-MTAB-12071	T30W_labeled	biotin	unknown	P-MTAB-12069	H_T30W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T30W.CEL	Hannah_T30W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	30	hours	light/dark	20	degree_C
cT42Wa	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT42W	total_RNA	P-MTAB-12071	cT42W_labeled	biotin	unknown	P-MTAB-12069	H_cT42W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT42W.CEL	Hannah_cT42W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	continuous light	20	degree_C
cT42Wc	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT42W	total_RNA	P-MTAB-12071	cT42W_labeled	biotin	unknown	P-MTAB-12069	H_cT42W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT42W.CEL	Hannah_cT42W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	continuous light	20	degree_C
cT42Wb	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT42W	total_RNA	P-MTAB-12071	cT42W_labeled	biotin	unknown	P-MTAB-12069	H_cT42W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT42W.CEL	Hannah_cT42W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	continuous light	20	degree_C
cT42We	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT42W	total_RNA	P-MTAB-12071	cT42W_labeled	biotin	unknown	P-MTAB-12069	H_cT42W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT42W.CEL	Hannah_cT42W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	continuous light	20	degree_C
cT42Wd	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT42W	total_RNA	P-MTAB-12071	cT42W_labeled	biotin	unknown	P-MTAB-12069	H_cT42W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT42W.CEL	Hannah_cT42W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	continuous light	20	degree_C
T2Wa	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T2W	total_RNA	P-MTAB-12071	T2W_labeled	biotin	unknown	P-MTAB-12069	H_T2W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T02W.CEL	Hannah_T02W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	2	hours	light/dark	20	degree_C
T2Wc	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T2W	total_RNA	P-MTAB-12071	T2W_labeled	biotin	unknown	P-MTAB-12069	H_T2W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T02W.CEL	Hannah_T02W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	2	hours	light/dark	20	degree_C
T2Wb	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T2W	total_RNA	P-MTAB-12071	T2W_labeled	biotin	unknown	P-MTAB-12069	H_T2W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T02W.CEL	Hannah_T02W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	2	hours	light/dark	20	degree_C
T2We	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T2W	total_RNA	P-MTAB-12071	T2W_labeled	biotin	unknown	P-MTAB-12069	H_T2W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T02W.CEL	Hannah_T02W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	2	hours	light/dark	20	degree_C
T2Wd	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T2W	total_RNA	P-MTAB-12071	T2W_labeled	biotin	unknown	P-MTAB-12069	H_T2W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T02W.CEL	Hannah_T02W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	2	hours	light/dark	20	degree_C
