Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]
GSM1348283 1	Gene expression data from HSFC1 (AT3G24520)-overexpressing plants at 22�C	HSFC1 (AT3G24520)-overexpressing plants at 22�C	HSFC overexpression, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348283 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348283 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348283	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348283_HSFC1_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348283_sample_table.txt norm	GSM1348283_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348282 1	Gene expression data from HSFC1 (AT3G24520)-overexpressing plants at 22�C	HSFC1 (AT3G24520)-overexpressing plants at 22�C	HSFC overexpression, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348282 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348282 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348282	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348282_HSFC1_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348282_sample_table.txt norm	GSM1348282_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348281 1	Gene expression data from ERF5 (AT5G47230)-overexpressing plants at 22�C	ERF5 (AT5G47230)-overexpressing plants at 22�C	ERF5 overexpression, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348281 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348281 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348281	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348281_ERF5_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348281_sample_table.txt norm	GSM1348281_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348280 1	Gene expression data from ERF5 (AT5G47230)-overexpressing plants at 22�C	ERF5 (AT5G47230)-overexpressing plants at 22�C	ERF5 overexpression, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348280 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348280 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348280	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348280_ERF5_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348280_sample_table.txt norm	GSM1348280_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348279 1	Gene expression data from DEAR1 (AT3G50260)-overexpressing plants at 22�C	DEAR1 (AT3G50260)-overexpressing plants at 22�C	DEAR overexpression, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348279 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348279 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348279	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348279_DEAR1_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348279_sample_table.txt norm	GSM1348279_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348278 1	Gene expression data from DEAR1 (AT3G50260)-overexpressing plants at 22�C	DEAR1 (AT3G50260)-overexpressing plants at 22�C	DEAR overexpression, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348278 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348278 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348278	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348278_DEAR1_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348278_sample_table.txt norm	GSM1348278_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348277 1	Gene expression data from CZF1 (AT2G40140)-overexpressing plants at 22�C	CZF1 (AT2G40140)-overexpressing plants at 22�C	CZF1 overexpression, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348277 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348277 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348277	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348277_CZF1_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348277_sample_table.txt norm	GSM1348277_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348276 1	Gene expression data from CZF1 (AT2G40140)-overexpressing plants at 22�C	CZF1 (AT2G40140)-overexpressing plants at 22�C	CZF1 overexpression, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348276 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348276 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348276	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348276_CZF1_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348276_sample_table.txt norm	GSM1348276_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348275 1	Gene expression data from CRF3 (AT5G53290)-overexpressing plants at 22�C	CRF3 (AT5G53290)-overexpressing plants at 22�C	CRF3 overexpression, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348275 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348275 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348275	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348275_CRF3_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348275_sample_table.txt norm	GSM1348275_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348274 1	Gene expression data from CRF3 (AT5G53290)-overexpressing plants at 22�C	CRF3 (AT5G53290)-overexpressing plants at 22�C	CRF3 overexpression, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348274 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348274 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348274	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348274_CRF3_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348274_sample_table.txt norm	GSM1348274_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348273 1	Gene expression data from CRF2 (AT4G23750)-overexpressing plants at 22�C	CRF2 (AT4G23750)-overexpressing plants at 22�C	CRF2 overexpression, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348273 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348273 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348273	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348273_CRF2_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348273_sample_table.txt norm	GSM1348273_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348272 1	Gene expression data from CRF2 (AT4G23750)-overexpressing plants at 22�C	CRF2 (AT4G23750)-overexpressing plants at 22�C	CRF2 overexpression, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348272 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348272 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348272	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348272_CRF2_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348272_sample_table.txt norm	GSM1348272_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348271 1	Gene expression data from Arabidopsis thaliana Col-0 WT at 22�C, which was used as control for transgenic plants	Col-0 WT at 22�C, which was used as control for transgenic plants	Col-0 WT, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348271 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348271 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348271	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348271_Col0_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348271_sample_table.txt norm	GSM1348271_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348270 1	Gene expression data from Arabidopsis thaliana Col-0 WT at 22�C, which was used as control for transgenic plants	Col-0 WT at 22�C, which was used as control for transgenic plants	Col-0 WT, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348270 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348270 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348270	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348270_Col0_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348270_sample_table.txt norm	GSM1348270_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348269 1	Gene expression data from Arabidopsis thaliana Col-0 WT at 4�C for 24 hrs	Col-0 WT at 4�C for 24 hrs	Col-0 WT 24h cold, biological rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348269 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348269 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348269	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348269_Col0_24hCold_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348269_sample_table.txt norm	GSM1348269_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
GSM1348268 1	Gene expression data from Arabidopsis thaliana Col-0 WT at 4�C for 24 hrs	Col-0 WT at 4�C for 24 hrs	Col-0 WT 24h cold, biological rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	entire aerial part	P-GSE55907-2	ArrayExpress	P-GSE55907-3	ArrayExpress	P-GSE55907-4	ArrayExpress	GSM1348268 extract 1	total RNA	P-GSE55907-5	ArrayExpress	GSM1348268 LE 1	biotin	P-GSE55907-6	ArrayExpress	GSM1348268	A-AFFY-2	ArrayExpress	array assay	P-GSE55907-7	ArrayExpress	GSM1348268_Col0_24hCold_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.raw.1.zip	P-GSE55907-1	ArrayExpress	GSM1348268_sample_table.txt norm	GSM1348268_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-55907/E-GEOD-55907.processed.1.zip
