Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[Organism]	Comment[genetic variation]	Characteristics[DevelopmentalStage]	Characteristics[Genotype]	Characteristics[OrganismPart]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue[DEVELOPMENTAL STAGE]	FactorValue[GENOTYPE]	FactorValue [COMPOUND]	FactorValue [SAMPLING TIME POINT]	Unit[TimeUnit]
GSM478083 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 53hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478083 extract 1	total RNA	P-GSE19271-3	GSM478083 LE 1	biotin	P-GSE19271-4	GSM478083	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478083.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478083_sample_table.txt norm	GSM478083_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	53	hours
GSM478082 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 49hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478082 extract 1	total RNA	P-GSE19271-3	GSM478082 LE 1	biotin	P-GSE19271-4	GSM478082	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478082.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478082_sample_table.txt norm	GSM478082_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	49	hours
GSM478081 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 93hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478081 extract 1	total RNA	P-GSE19271-3	GSM478081 LE 1	biotin	P-GSE19271-4	GSM478081	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478081.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478081_sample_table.txt norm	GSM478081_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	93	hours
GSM478080 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 89hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478080 extract 1	total RNA	P-GSE19271-3	GSM478080 LE 1	biotin	P-GSE19271-4	GSM478080	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478080.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478080_sample_table.txt norm	GSM478080_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	89	hours
GSM478079 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 85hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478079 extract 1	total RNA	P-GSE19271-3	GSM478079 LE 1	biotin	P-GSE19271-4	GSM478079	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478079.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478079_sample_table.txt norm	GSM478079_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	85	hours
GSM478078 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 81hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478078 extract 1	total RNA	P-GSE19271-3	GSM478078 LE 1	biotin	P-GSE19271-4	GSM478078	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478078.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478078_sample_table.txt norm	GSM478078_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	81	hours
GSM478077 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 77hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478077 extract 1	total RNA	P-GSE19271-3	GSM478077 LE 1	biotin	P-GSE19271-4	GSM478077	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478077.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478077_sample_table.txt norm	GSM478077_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	77	hours
GSM478076 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 73hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478076 extract 1	total RNA	P-GSE19271-3	GSM478076 LE 1	biotin	P-GSE19271-4	GSM478076	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478076.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478076_sample_table.txt norm	GSM478076_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	73	hours
GSM478075 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 49hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478075 extract 1	total RNA	P-GSE19271-3	GSM478075 LE 1	biotin	P-GSE19271-4	GSM478075	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478075.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478075_sample_table.txt norm	GSM478075_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	49	hours
GSM478074 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 53hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478074 extract 1	total RNA	P-GSE19271-3	GSM478074 LE 1	biotin	P-GSE19271-4	GSM478074	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478074.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478074_sample_table.txt norm	GSM478074_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	53	hours
GSM478073 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 57hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478073 extract 1	total RNA	P-GSE19271-3	GSM478073 LE 1	biotin	P-GSE19271-4	GSM478073	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478073.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478073_sample_table.txt norm	GSM478073_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	57	hours
GSM478072 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 61hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478072 extract 1	total RNA	P-GSE19271-3	GSM478072 LE 1	biotin	P-GSE19271-4	GSM478072	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478072.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478072_sample_table.txt norm	GSM478072_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	61	hours
GSM478071 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 65hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478071 extract 1	total RNA	P-GSE19271-3	GSM478071 LE 1	biotin	P-GSE19271-4	GSM478071	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478071.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478071_sample_table.txt norm	GSM478071_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	65	hours
GSM478070 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 69hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478070 extract 1	total RNA	P-GSE19271-3	GSM478070 LE 1	biotin	P-GSE19271-4	GSM478070	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478070.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478070_sample_table.txt norm	GSM478070_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	69	hours
GSM478069 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 73hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478069 extract 1	total RNA	P-GSE19271-3	GSM478069 LE 1	biotin	P-GSE19271-4	GSM478069	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478069.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478069_sample_table.txt norm	GSM478069_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	73	hours
GSM478068 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 77hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478068 extract 1	total RNA	P-GSE19271-3	GSM478068 LE 1	biotin	P-GSE19271-4	GSM478068	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478068.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478068_sample_table.txt norm	GSM478068_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	77	hours
GSM478067 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 81hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478067 extract 1	total RNA	P-GSE19271-3	GSM478067 LE 1	biotin	P-GSE19271-4	GSM478067	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478067.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478067_sample_table.txt norm	GSM478067_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	81	hours
GSM478066 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 85hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478066 extract 1	total RNA	P-GSE19271-3	GSM478066 LE 1	biotin	P-GSE19271-4	GSM478066	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478066.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478066_sample_table.txt norm	GSM478066_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	85	hours
GSM478065 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 89hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478065 extract 1	total RNA	P-GSE19271-3	GSM478065 LE 1	biotin	P-GSE19271-4	GSM478065	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478065.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478065_sample_table.txt norm	GSM478065_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	89	hours
