Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Unit [time unit]	Characteristics [developmental stage]	Characteristics [organism part]	Characteristics [cell type]	Characteristics [ecotype]	Term Source REF	Term Accession Number	Comment [nitrogen treatment]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [genotype]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Comment [technical replicate group]	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [treatment]	FactorValue [genotype]
GSM1306461 1	Gene expression profiles from transfected root protoplasts treated with -CHX, +N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, +N, +DEX, treatment replicate 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306461 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306461 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306461	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306461_Amy_bzip-CHX_05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306461_sample_table.txt norm	GSM1306461_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, 10 uM dexamethasone in ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306457 1	Gene expression profiles from transfected root protoplasts treated with -CHX, +N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, +N, +DEX, treatment replicate 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306457 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306457 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306457	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306457_Amy_bzip-CHX_01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306457_sample_table.txt norm	GSM1306457_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, 10 uM dexamethasone in ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306450 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, +DEX, treatment replicate 3, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306450 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306450 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306450	group1	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306450_Amy_bZIP+CHXb_09_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306450_sample_table.txt norm	GSM1306450_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306449 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, +DEX, treatment replicate 3, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306449 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306449 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306449	group1	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306449_Amy_bZIP+CHXb_09_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306449_sample_table.txt norm	GSM1306449_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306442 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, +DEX, treatment replicate 2, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306442 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306442 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306442	group2	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306442_Amy_bZIP+CHXb_05_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306442_sample_table.txt norm	GSM1306442_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306441 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, +DEX, treatment replicate 2, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306441 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306441 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306441	group2	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306441_Amy_bZIP+CHXb_05_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306441_sample_table.txt norm	GSM1306441_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306434 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, +DEX, treatment replicate 1, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306434 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306434 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306434	group3	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306434_Amy_bZIP+CHXb_01_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306434_sample_table.txt norm	GSM1306434_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306433 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, +DEX, treatment replicate 1, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306433 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306433 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306433	group3	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306433_Amy_bZIP+CHXb_01_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306433_sample_table.txt norm	GSM1306433_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306466 1	Gene expression profiles from transfected root protoplasts treated with -CHX, +N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, +N, -DEX, treatment replicate 3	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306466 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306466 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306466	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306466_Amy_bzip-CHX_10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306466_sample_table.txt norm	GSM1306466_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306462 1	Gene expression profiles from transfected root protoplasts treated with -CHX, +N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, +N, -DEX, treatment replicate 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306462 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306462 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306462	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306462_Amy_bzip-CHX_06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306462_sample_table.txt norm	GSM1306462_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306458 1	Gene expression profiles from transfected root protoplasts treated with -CHX, +N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, +N, -DEX, treatment replicate 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306458 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306458 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306458	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306458_Amy_bzip-CHX_02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306458_sample_table.txt norm	GSM1306458_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306452 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, -DEX, treatment replicate 3, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306452 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306452 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306452	group4	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306452_Amy_bZIP+CHXb_10_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306452_sample_table.txt norm	GSM1306452_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306451 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, -DEX, treatment replicate 3, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306451 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306451 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306451	group4	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306451_Amy_bZIP+CHXb_10_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306451_sample_table.txt norm	GSM1306451_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306444 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, -DEX, treatment replicate 2, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306444 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306444 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306444	group5	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306444_Amy_bZIP+CHXb_06_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306444_sample_table.txt norm	GSM1306444_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306443 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, -DEX, treatment replicate 2, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306443 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306443 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306443	group5	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306443_Amy_bZIP+CHXb_06_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306443_sample_table.txt norm	GSM1306443_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306436 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, -DEX, treatment replicate 1, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306436 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306436 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306436	group6	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306436_Amy_bZIP+CHXb_02_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306436_sample_table.txt norm	GSM1306436_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306435 1	Gene expression profiles from transfected root protoplasts treated with +CHX, +N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, +N, -DEX, treatment replicate 1, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20 mM KNO3 and 20 mM NH4NO3 solution	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306435 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306435 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306435	group6	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306435_Amy_bZIP+CHXb_02_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306435_sample_table.txt norm	GSM1306435_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KNO3 and 20 mM NH4NO3 solution	pBeaconRFP_GR::bZIP1
GSM1306467 1	Gene expression profiles from transfected root protoplasts treated with -CHX, -N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, -N, +DEX, treatment replicate 3	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306467 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306467 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306467	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306467_Amy_bzip-CHX_11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306467_sample_table.txt norm	GSM1306467_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, 10 uM dexamethasone in ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306463 1	Gene expression profiles from transfected root protoplasts treated with -CHX, -N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, -N, +DEX, treatment replicate 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306463 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306463 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306463	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306463_Amy_bzip-CHX_07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306463_sample_table.txt norm	GSM1306463_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, 10 uM dexamethasone in ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306459 1	Gene expression profiles from transfected root protoplasts treated with -CHX, -N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, -N, +DEX, treatment replicate 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306459 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306459 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306459	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306459_Amy_bzip-CHX_03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306459_sample_table.txt norm	GSM1306459_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, 10 uM dexamethasone in ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
