Source Name	Characteristics [Organism]	Description	Characteristics[Ecotype]	Characteristics[DevelopmentalStage]	Characteristics[Genotype]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[DEVELOPMENTAL STAGE]	FactorValue[GENOTYPE]
GSE1051GSM10451	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: Mature Green Seed; Biological Replica: 1 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development Lot batch = 2003282.	Ws-0	mature green seed	wild_type	  	GSE1051GSM10451 sample	  	GSE1051GSM10451 extract	total_RNA	  	GSE1051GSM10451 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT Mature Green Seed 1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	WT Mature Green Seed 1	GSM10451.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626155229.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	mature green seed	wild_type
GSE1051GSM17008	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: 24-Hr fertilized seed; Technical Replica: 2 of 2:  Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.).  Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2004, PNAS).  cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips.  The scanned array images were analyzed using Affymetrix Microarray Suite 4.0 (MAS 4.0) with a global scaling intensity set at 2500..	Ws-0	seed 24 hours post fertilization	wild_type	  	GSE1051GSM17008 sample	  	GSE1051GSM17008 extract	total_RNA	  	GSE1051GSM17008 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT 24-Hr Seed 2 (AtGenome1)	A-AFFY-16	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-16	P-AFFY-6	WT 24-Hr Seed 2 (AtGenome1)	GSM17008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156013.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	seed 24 hours post fertilization	wild_type
GSE1051GSM16996	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: Mid-Maturation Seed; Technical Replica: 1 of 2:  Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.).  Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2004, PNAS).  cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips.  The scanned array images were analyzed using Affymetrix Microarray Suite 4.0 (MAS 4.0) with a global scaling intensity set at 2500..	Ws-0	mid-maturation seed	wild_type	  	GSE1051GSM16996 sample	  	GSE1051GSM16996 extract	total_RNA	  	GSE1051GSM16996 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT Mid-Maturation Seed 1 (AtGenome1)	A-AFFY-16	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-16	P-AFFY-6	WT Mid-Maturation Seed 1 (AtGenome1)	GSM16996.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156013.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	mid-maturation seed	wild_type
GSE1051GSM10483	Arabidopsis thaliana	Genotype: Ws-0, lec1-1; Stage: Post-Mature Green Seed; Biological Replica: 1 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development.	Ws-0	post-mature green seed	lec1-1	  	GSE1051GSM10483 sample	  	GSE1051GSM10483 extract	total_RNA	  	GSE1051GSM10483 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	lec1-1 Post-Mature Green Seed 1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	lec1-1 Post-Mature Green Seed 1	GSM10483.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156643.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	post-mature green seed	lec1-1
GSE1051GSM17000	Arabidopsis thaliana	Genotype: Ws-0, lec1; Stage: 24-Hr fertilized seed; Technical Replica: 1 of 2:  Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.).  Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2004, PNAS).  cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips.  The scanned array images were analyzed using Affymetrix Microarray Suite 4.0 (MAS 4.0) with a global scaling intensity set at 2500..	Ws-0	seed 24 hours post fertilization	lec1-1	  	GSE1051GSM17000 sample	  	GSE1051GSM17000 extract	total_RNA	  	GSE1051GSM17000 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	lec1 24-Hr Seed 1 (AtGenome1)	A-AFFY-16	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-16	P-AFFY-6	lec1 24-Hr Seed 1 (AtGenome1)	GSM17000.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156013.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	seed 24 hours post fertilization	lec1-1
GSE1051GSM10480	Arabidopsis thaliana	Genotype: Ws-0, lec1-1; Stage: Cotyledon Stage Seed; Biological Replica: 2 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development.	Ws-0	cotyledon stage seed	lec1-1	  	GSE1051GSM10480 sample	  	GSE1051GSM10480 extract	total_RNA	  	GSE1051GSM10480 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	lec1-1 Cotyledon Stage Seed 2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	lec1-1 Cotyledon Stage Seed 2	GSM10480.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156643.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	cotyledon stage seed	lec1-1
GSE1051GSM10477	Arabidopsis thaliana	Genotype: Ws-0, lec1-1; Stage: 24-Hr Fertilized Seed; Biological Replica: 1 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development Lot batch = 2003282.	Ws-0	seed 24 hours post fertilization	lec1-1	  	GSE1051GSM10477 sample	  	GSE1051GSM10477 extract	total_RNA	  	GSE1051GSM10477 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	lec1-1 24-Hr Seed 1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	lec1-1 24-Hr Seed 1	GSM10477.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156643.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	seed 24 hours post fertilization	lec1-1
GSE1051GSM17003	Arabidopsis thaliana	Genotype: Ws-0, lec1; Stage: Mid-Maturation Seed; Technical Replica: 2 of 2:  Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.).  Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2004, PNAS).  cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips.  The scanned array images were analyzed using Affymetrix Microarray Suite 4.0 (MAS 4.0) with a global scaling intensity set at 2500..	Ws-0	mid-maturation seed	lec1-1	  	GSE1051GSM17003 sample	  	GSE1051GSM17003 extract	total_RNA	  	GSE1051GSM17003 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	lec1 Mid-Maturation Seed 2 (AtGenome1)	A-AFFY-16	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-16	P-AFFY-6	lec1 Mid-Maturation Seed 2 (AtGenome1)	GSM17003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156013.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	mid-maturation seed	lec1-1
GSE1051GSM10449	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: Cotyledon Stage Seed; Biological Replica: 2 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development Lot batch = 2003282.	Ws-0	cotyledon stage seed	wild_type	  	GSE1051GSM10449 sample	  	GSE1051GSM10449 extract	total_RNA	  	GSE1051GSM10449 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT Cotyledon Stage Seed 2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	WT Cotyledon Stage Seed 2	GSM10449.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626155229.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	cotyledon stage seed	wild_type
GSE1051GSM16999	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: Late-Maturation Seed; Technical Replica: 2 of 2:  Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.).  Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2004, PNAS).  cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips.  The scanned array images were analyzed using Affymetrix Microarray Suite 4.0 (MAS 4.0) with a global scaling intensity set at 2500..	Ws-0	late-maturation seed	wild_type	  	GSE1051GSM16999 sample	  	GSE1051GSM16999 extract	total_RNA	  	GSE1051GSM16999 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT Late-Maturation Seed 2 (AtGenome1)	A-AFFY-16	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-16	P-AFFY-6	WT Late-Maturation Seed 2 (AtGenome1)	GSM16999.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156013.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	late-maturation seed	wild_type
GSE1051GSM10445	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: 24-Hr Fertilized Seed; Biological Replica: 1 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development Lot batch = 2003282.	Ws-0	seed 24 hours post fertilization	wild_type	  	GSE1051GSM10445 sample	  	GSE1051GSM10445 extract	total_RNA	  	GSE1051GSM10445 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT 24-Hr Seed 1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	WT 24-Hr Seed 1	GSM10445.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626155229.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	seed 24 hours post fertilization	wild_type
GSE1051GSM16997	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: Mid-Maturation Seed; Technical Replica: 2 of 2:  Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.).  Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2004, PNAS).  cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips.  The scanned array images were analyzed using Affymetrix Microarray Suite 4.0 (MAS 4.0) with a global scaling intensity set at 2500..	Ws-0	mid-maturation seed	wild_type	  	GSE1051GSM16997 sample	  	GSE1051GSM16997 extract	total_RNA	  	GSE1051GSM16997 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT Mid-Maturation Seed 2 (AtGenome1)	A-AFFY-16	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-16	P-AFFY-6	WT Mid-Maturation Seed 2 (AtGenome1)	GSM16997.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156013.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	mid-maturation seed	wild_type
GSE1051GSM10454	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: Post-Mature Green Seed; Biological Replica: 1 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development Lot batch = 2003282.	Ws-0	post-mature green seed	wild_type	  	GSE1051GSM10454 sample	  	GSE1051GSM10454 extract	total_RNA	  	GSE1051GSM10454 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT Post-Mature Green Seed 1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	WT Post-Mature Green Seed 1	GSM10454.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626155229.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	post-mature green seed	wild_type
GSE1051GSM10448	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: Cotyledon Stage Seed; Biological Replica: 1 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development Lot batch = 2003282.	Ws-0	cotyledon stage seed	wild_type	  	GSE1051GSM10448 sample	  	GSE1051GSM10448 extract	total_RNA	  	GSE1051GSM10448 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT Cotyledon Stage Seed 1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	WT Cotyledon Stage Seed 1	GSM10448.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626155229.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	cotyledon stage seed	wild_type
GSE1051GSM10484	Arabidopsis thaliana	Genotype: Ws-0, lec1-1; Stage: Post-Mature Green Seed; Biological Replica: 2 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development.	Ws-0	post-mature green seed	lec1-1	  	GSE1051GSM10484 sample	  	GSE1051GSM10484 extract	total_RNA	  	GSE1051GSM10484 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	lec1-1 Post-Mature Green Seed 2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	lec1-1 Post-Mature Green Seed 2	GSM10484.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156643.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	post-mature green seed	lec1-1
GSE1051GSM10457	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: 3-Day-After-Imbibition Seedling; Biological Replica: 1 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development.	Ws-0	seed 3 days post imbibition	wild_type	  	GSE1051GSM10457 sample	  	GSE1051GSM10457 extract	total_RNA	  	GSE1051GSM10457 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT Seedling 1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	WT Seedling 1	GSM10457.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626155229.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	seed 3 days post imbibition	wild_type
GSE1051GSM10479	Arabidopsis thaliana	Genotype: Ws-0, lec1-1; Stage: Cotyledon Stage Seed; Biological Replica: 1 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development.	Ws-0	cotyledon stage seed	lec1-1	  	GSE1051GSM10479 sample	  	GSE1051GSM10479 extract	total_RNA	  	GSE1051GSM10479 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	lec1-1 Cotyledon Stage Seed 1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	lec1-1 Cotyledon Stage Seed 1	GSM10479.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156643.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	cotyledon stage seed	lec1-1
GSE1051GSM16998	Arabidopsis thaliana	Genotype: Ws-0, Wild Type; Stage: Late-Maturation Seed; Technical Replica: 1 of 2:  Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.).  Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2004, PNAS).  cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips.  The scanned array images were analyzed using Affymetrix Microarray Suite 4.0 (MAS 4.0) with a global scaling intensity set at 2500..	Ws-0	late-maturation seed	wild_type	  	GSE1051GSM16998 sample	  	GSE1051GSM16998 extract	total_RNA	  	GSE1051GSM16998 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	WT Late-Maturation Seed 1 (AtGenome1)	A-AFFY-16	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-16	P-AFFY-6	WT Late-Maturation Seed 1 (AtGenome1)	GSM16998.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156013.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	late-maturation seed	wild_type
GSE1051GSM10482	Arabidopsis thaliana	Genotype: Ws-0, lec1-1; Stage: Mature Green Seed; Biological Replica: 2 of 2:  Growth Condition: Plants were grown in a Conviron chamber under continuous light with fluorescent lamps at 20oC and 50% - 70% relative humidity. Experiments were performed as described (Le et. al., 2003, PNAS). Microarray Methods: Total RNA was extracted using the Hot Borate Method (ref.). Fifteen micrograms of biotinylated complementary RNA (cRNA) was prepared as described (Le et. al., 2003, PNAS). cRNA was subsequently hybridized to Affymetrix ATH1 Arabidopsis GeneChips. The scanned array images were analyzed using Affymetrix Microarray Suite 5.0 (MAS 5.0) with a global scaling intensity set at 500. Keywords = Arabidopsis Keywords = seed development.	Ws-0	mature green seed	lec1-1	  	GSE1051GSM10482 sample	  	GSE1051GSM10482 extract	total_RNA	  	GSE1051GSM10482 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	lec1-1 Mature Green Seed 2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	lec1-1 Mature Green Seed 2	GSM10482.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.raw.1.zip	E-GEOD-1051-processed-data-1626156643.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-1051/E-GEOD-1051.processed.1.zip	mature green seed	lec1-1
