Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [ecotype]	Characteristics[age]	Unit[TimeUnit]	Characteristics[organism part]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	FactorValue[growth condition]	Factor Value [time]	Unit [TimeUnit]	Factor Value [ecotype]
Col-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	6-7	week	leaf	P-TABM-102	Col-0 3	P-TABM-103	Col-0 3	total_RNA	P-TABM-104	Col-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	407	A-AFFY-2	P-AFFY-6	407	407.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	4	hour	Col-0
Col-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	6-7	week	leaf	P-TABM-102	Col-0 1	P-TABM-103	Col-0 1	total_RNA	P-TABM-104	Col-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	292b	A-AFFY-2	P-AFFY-6	292b	292b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	4	hour	Col-0
Col-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	6-7	week	leaf	P-TABM-102	Col-0 2	P-TABM-103	Col-0 2	total_RNA	P-TABM-104	Col-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	328	A-AFFY-2	P-AFFY-6	328	328.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	28	hour	Col-0
Col-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	6-7	week	leaf	P-TABM-102	Col-0 3	P-TABM-103	Col-0 3	total_RNA	P-TABM-104	Col-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	400	A-AFFY-2	P-AFFY-6	400	400.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	28	hour	Col-0
Col-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	6-7	week	leaf	P-TABM-102	Col-0 1	P-TABM-103	Col-0 1	total_RNA	P-TABM-104	Col-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	287b	A-AFFY-2	P-AFFY-6	287b	287b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	28	hour	Col-0
Col-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	6-7	week	leaf	P-TABM-102	Col-0 2	P-TABM-103	Col-0 2	total_RNA	P-TABM-104	Col-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	317	A-AFFY-2	P-AFFY-6	317	317.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	52	hour	Col-0
Col-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	6-7	week	leaf	P-TABM-102	Col-0 1	P-TABM-103	Col-0 1	total_RNA	P-TABM-104	Col-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	277b	A-AFFY-2	P-AFFY-6	277b	277b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	52	hour	Col-0
Col-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	6-7	week	leaf	P-TABM-102	Col-0 3	P-TABM-103	Col-0 3	total_RNA	P-TABM-104	Col-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	357-2	A-AFFY-2	P-AFFY-6	357-2	357-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	52	hour	Col-0
Cvi-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 1	P-TABM-103	Cvi-1 1	total_RNA	P-TABM-104	Cvi-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	336	A-AFFY-2	P-AFFY-6	336	336.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	4	hour	Cvi-1
Cvi-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 2	P-TABM-103	Cvi-1 2	total_RNA	P-TABM-104	Cvi-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	361	A-AFFY-2	P-AFFY-6	361	361.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	4	hour	Cvi-1
Cvi-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 3	P-TABM-103	Cvi-1 3	total_RNA	P-TABM-104	Cvi-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	429	A-AFFY-2	P-AFFY-6	429	429.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	4	hour	Cvi-1
Cvi-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 1	P-TABM-103	Cvi-1 1	total_RNA	P-TABM-104	Cvi-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	341	A-AFFY-2	P-AFFY-6	341	341.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	28	hour	Cvi-1
Cvi-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 2	P-TABM-103	Cvi-1 2	total_RNA	P-TABM-104	Cvi-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	363	A-AFFY-2	P-AFFY-6	363	363.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	28	hour	Cvi-1
Cvi-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 3	P-TABM-103	Cvi-1 3	total_RNA	P-TABM-104	Cvi-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	437	A-AFFY-2	P-AFFY-6	437	437.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	28	hour	Cvi-1
Cvi-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 1	P-TABM-103	Cvi-1 1	total_RNA	P-TABM-104	Cvi-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	345	A-AFFY-2	P-AFFY-6	345	345.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	52	hour	Cvi-1
Cvi-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 2	P-TABM-103	Cvi-1 2	total_RNA	P-TABM-104	Cvi-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	371	A-AFFY-2	P-AFFY-6	371	371.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	52	hour	Cvi-1
Cvi-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 3	P-TABM-103	Cvi-1 3	total_RNA	P-TABM-104	Cvi-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	449	A-AFFY-2	P-AFFY-6	449	449.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	52	hour	Cvi-1
Cvi-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 1	P-TABM-103	Cvi-1 1	total_RNA	P-TABM-104	Cvi-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	339	A-AFFY-2	P-AFFY-6	339	339.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	4	hour	Cvi-1
Cvi-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 2	P-TABM-103	Cvi-1 2	total_RNA	P-TABM-104	Cvi-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	362	A-AFFY-2	P-AFFY-6	362	362.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	4	hour	Cvi-1
Cvi-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 3	P-TABM-103	Cvi-1 3	total_RNA	P-TABM-104	Cvi-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	433	A-AFFY-2	P-AFFY-6	433	433.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	4	hour	Cvi-1
Cvi-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 1	P-TABM-103	Cvi-1 1	total_RNA	P-TABM-104	Cvi-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	343	A-AFFY-2	P-AFFY-6	343	343.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	28	hour	Cvi-1
Cvi-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 2	P-TABM-103	Cvi-1 2	total_RNA	P-TABM-104	Cvi-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	367	A-AFFY-2	P-AFFY-6	367	367.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	28	hour	Cvi-1
Cvi-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 3	P-TABM-103	Cvi-1 3	total_RNA	P-TABM-104	Cvi-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	443	A-AFFY-2	P-AFFY-6	443	443.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	28	hour	Cvi-1
Cvi-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 1	P-TABM-103	Cvi-1 1	total_RNA	P-TABM-104	Cvi-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	346	A-AFFY-2	P-AFFY-6	346	346.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	52	hour	Cvi-1
Cvi-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 2	P-TABM-103	Cvi-1 2	total_RNA	P-TABM-104	Cvi-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	373	A-AFFY-2	P-AFFY-6	373	373.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	52	hour	Cvi-1
Cvi-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1	6-7	week	leaf	P-TABM-102	Cvi-1 3	P-TABM-103	Cvi-1 3	total_RNA	P-TABM-104	Cvi-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	454b	A-AFFY-2	P-AFFY-6	454b	454b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.3 millimolar salicylic acid	52	hour	Cvi-1
Est  1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  1	P-TABM-103	Est  1	total_RNA	P-TABM-104	Est  1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	290	A-AFFY-2	P-AFFY-6	290	290.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	4	hour	Est
Est  2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  2	P-TABM-103	Est  2	total_RNA	P-TABM-104	Est  2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	332	A-AFFY-2	P-AFFY-6	332	332.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	4	hour	Est
Est 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est 3	P-TABM-103	Est 3	total_RNA	P-TABM-104	Est 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	394	A-AFFY-2	P-AFFY-6	394	394.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	4	hour	Est
Est  1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  1	P-TABM-103	Est  1	total_RNA	P-TABM-104	Est  1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	285	A-AFFY-2	P-AFFY-6	285	285.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	28	hour	Est
Est 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est 3	P-TABM-103	Est 3	total_RNA	P-TABM-104	Est 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	383	A-AFFY-2	P-AFFY-6	383	383.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	28	hour	Est
Est  2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  2	P-TABM-103	Est  2	total_RNA	P-TABM-104	Est  2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	326b	A-AFFY-2	P-AFFY-6	326b	326b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	28	hour	Est
Est  2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  2	P-TABM-103	Est  2	total_RNA	P-TABM-104	Est  2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	310	A-AFFY-2	P-AFFY-6	310	310.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	52	hour	Est
Est 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est 3	P-TABM-103	Est 3	total_RNA	P-TABM-104	Est 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	388	A-AFFY-2	P-AFFY-6	388	388.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.1.zip	0.02 percent Silwet	52	hour	Est
Est  1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  1	P-TABM-103	Est  1	total_RNA	P-TABM-104	Est  1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	275b	A-AFFY-2	P-AFFY-6	275b	275b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	52	hour	Est
Est  1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  1	P-TABM-103	Est  1	total_RNA	P-TABM-104	Est  1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	293	A-AFFY-2	P-AFFY-6	293	293.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	4	hour	Est
Est  2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  2	P-TABM-103	Est  2	total_RNA	P-TABM-104	Est  2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	334	A-AFFY-2	P-AFFY-6	334	334.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	4	hour	Est
Est 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est 3	P-TABM-103	Est 3	total_RNA	P-TABM-104	Est 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	397	A-AFFY-2	P-AFFY-6	397	397.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	4	hour	Est
