Source Name	Characteristics [organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[genotype]	Characteristics[ecotype]	Description	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[genotype]	FactorValue[ecotype]
GSE2473GSM47053	Arabidopsis thaliana	inflorescence	stages 1 to 12	rdr6-15	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. rdr6-15 mutant allele.	GSE2473GSM47053 sample	GSE2473GSM47053 extract	total_RNA	GSE2473GSM47053 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	rdr6-15 43	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	rdr6-15 43	GSM47053.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	rdr6-15	Col-0
GSE2473GSM47054	Arabidopsis thaliana	inflorescence	stages 1 to 12	rdr6-15	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. rdr6-15 mutant allele.	GSE2473GSM47054 sample	GSE2473GSM47054 extract	total_RNA	GSE2473GSM47054 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	rdr6-15 44	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	rdr6-15 44	GSM47054.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	rdr6-15	Col-0
GSE2473GSM47046	Arabidopsis thaliana	inflorescence	stages 1 to 12	rdr2-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. rdr2-1 mutant allele.	GSE2473GSM47046 sample	GSE2473GSM47046 extract	total_RNA	GSE2473GSM47046 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	rdr2-1 36	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	rdr2-1 36	GSM47046.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	rdr2-1	Col-0
GSE2473GSM47047	Arabidopsis thaliana	inflorescence	stages 1 to 12	rdr2-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. rdr2-1 mutant allele.	GSE2473GSM47047 sample	GSE2473GSM47047 extract	total_RNA	GSE2473GSM47047 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	rdr2-1 37	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	rdr2-1 37	GSM47047.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	rdr2-1	Col-0
GSE2473GSM47048	Arabidopsis thaliana	inflorescence	stages 1 to 12	rdr2-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. rdr2-1 mutant allele.	GSE2473GSM47048 sample	GSE2473GSM47048 extract	total_RNA	GSE2473GSM47048 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	rdr2-1 38	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	rdr2-1 38	GSM47048.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	rdr2-1	Col-0
GSE2473GSM47043	Arabidopsis thaliana	inflorescence	stages 1 to 12	rdr1-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. rdr1-1 mutant allele.	GSE2473GSM47043 sample	GSE2473GSM47043 extract	total_RNA	GSE2473GSM47043 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	rdr1-1 33	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	rdr1-1 33	GSM47043.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	rdr1-1	Col-0
GSE2473GSM47044	Arabidopsis thaliana	inflorescence	stages 1 to 12	rdr1-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. rdr1-1 mutant allele.	GSE2473GSM47044 sample	GSE2473GSM47044 extract	total_RNA	GSE2473GSM47044 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	rdr1-1 34	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	rdr1-1 34	GSM47044.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	rdr1-1	Col-0
GSE2473GSM47045	Arabidopsis thaliana	inflorescence	stages 1 to 12	rdr1-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. rdr1-1 mutant allele.	GSE2473GSM47045 sample	GSE2473GSM47045 extract	total_RNA	GSE2473GSM47045 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	rdr1-1 35	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	rdr1-1 35	GSM47045.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	rdr1-1	Col-0
GSE2473GSM47040	Arabidopsis thaliana	inflorescence	stages 1 to 12	hyl1 mutant	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. hyl1-2 mutant allele.	GSE2473GSM47040 sample	GSE2473GSM47040 extract	total_RNA	GSE2473GSM47040 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	hyl1 30	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	hyl1 30	GSM47040.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	hyl1 mutant	Col-0
GSE2473GSM47041	Arabidopsis thaliana	inflorescence	stages 1 to 12	hyl1 mutant	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. hyl1-2 mutant allele.	GSE2473GSM47041 sample	GSE2473GSM47041 extract	total_RNA	GSE2473GSM47041 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	hyl1 31	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	hyl1 31	GSM47041.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	hyl1 mutant	Col-0
GSE2473GSM47042	Arabidopsis thaliana	inflorescence	stages 1 to 12	hyl1 mutant	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. hyl1-2 mutant allele.	GSE2473GSM47042 sample	GSE2473GSM47042 extract	total_RNA	GSE2473GSM47042 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	hyl1 32	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	hyl1 32	GSM47042.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	hyl1 mutant	Col-0
GSE2473GSM47037	Arabidopsis thaliana	inflorescence	stages 1 to 12	hst-15	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. hst-15 mutant allele.	GSE2473GSM47037 sample	GSE2473GSM47037 extract	total_RNA	GSE2473GSM47037 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	hst-15 27	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	hst-15 27	GSM47037.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	hst-15	Col-0
GSE2473GSM47038	Arabidopsis thaliana	inflorescence	stages 1 to 12	hst-15	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. hst-15 mutant allele.	GSE2473GSM47038 sample	GSE2473GSM47038 extract	total_RNA	GSE2473GSM47038 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	hst-15 28	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	hst-15 28	GSM47038.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	hst-15	Col-0
GSE2473GSM47039	Arabidopsis thaliana	inflorescence	stages 1 to 12	hst-15	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. hst-15 mutant allele.	GSE2473GSM47039 sample	GSE2473GSM47039 extract	total_RNA	GSE2473GSM47039 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	hst-15 29	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	hst-15 29	GSM47039.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	hst-15	Col-0
GSE2473GSM47032	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl3-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl3-1 mutant allele.	GSE2473GSM47032 sample	GSE2473GSM47032 extract	total_RNA	GSE2473GSM47032 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl3-1 22	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl3-1 22	GSM47032.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl3-1	Col-0
GSE2473GSM47033	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl3-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl3-1 mutant allele.	GSE2473GSM47033 sample	GSE2473GSM47033 extract	total_RNA	GSE2473GSM47033 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl3-1 23	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl3-1 23	GSM47033.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl3-1	Col-0
