Source Name	Characteristics[organism]	Characteristics[ecotype]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[genotype]	Provider	Comment [biosource type]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	FactorValue [genotype]	FactorValue [organism part]	FactorValue[compound]	Factor Value [time]	Unit[time unit]
CPIB_IAATC_rootplate_11	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_11	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_11.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_11	A-AFFY-2	P-MTAB-29512	Holman_535_011_WT_30mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	30	minute
CPIB_IAATC_rootplate_12	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_12	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_12.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_12	A-AFFY-2	P-MTAB-29512	Holman_535_012_WT_30mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	30	minute
CPIB_IAATC_rootplate_13	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_13	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_13.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_13	A-AFFY-2	P-MTAB-29512	Holman_535_013_WT_30mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	30	minute
CPIB_IAATC_rootplate_14	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_14	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_14.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_14	A-AFFY-2	P-MTAB-29512	Holman_535_014_WT_30mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	30	minute
CPIB_IAATC_rootplate_15	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_15	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_15.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_15	A-AFFY-2	P-MTAB-29512	Holman_535_015_WT_30mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	30	minute
CPIB_IAATC_rootplate_16	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_16	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_16.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_16	A-AFFY-2	P-MTAB-29512	Holman_535_016_WT_60mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	60	minute
CPIB_IAATC_rootplate_17	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_17	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_17.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_17	A-AFFY-2	P-MTAB-29512	Holman_535_017_WT_60mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	60	minute
CPIB_IAATC_rootplate_18	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_18	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_18.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_18	A-AFFY-2	P-MTAB-29512	Holman_535_018_WT_60mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	60	minute
CPIB_IAATC_rootplate_19	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_19	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_19.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_19	A-AFFY-2	P-MTAB-29512	Holman_535_019_WT_60mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	60	minute
CPIB_IAATC_rootplate_20	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_20	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_20.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_20	A-AFFY-2	P-MTAB-29512	Holman_535_020_WT_60mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	60	minute
CPIB_IAATC_rootplate_21	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_21	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_21.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_21	A-AFFY-2	P-MTAB-29512	Holman_535_021_WT_60mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	60	minute
CPIB_IAATC_rootplate_22	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_22	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_22.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_22	A-AFFY-2	P-MTAB-29512	Holman_535_022_WT_120mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	120	minute
CPIB_IAATC_rootplate_23	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_23	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_23.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_23	A-AFFY-2	P-MTAB-29512	Holman_535_023_WT_120mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	120	minute
CPIB_IAATC_rootplate_24	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_24	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_24.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_24	A-AFFY-2	P-MTAB-29512	Holman_535_024_WT_120mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	120	minute
CPIB_IAATC_rootplate_25	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_25	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_25.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_25	A-AFFY-2	P-MTAB-29512	Holman_535_025_WT_120mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	120	minute
CPIB_IAATC_rootplate_26	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_26	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_26.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_26	A-AFFY-2	P-MTAB-29512	Holman_535_026_WT_120mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	120	minute
CPIB_IAATC_rootplate_27	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_27	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_27.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_27	A-AFFY-2	P-MTAB-29512	Holman_535_027_WT_120mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	120	minute
CPIB_IAATC_rootplate_28	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_28	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_28.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_28	A-AFFY-2	P-MTAB-29512	Holman_535_028_WT_240mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	240	minute
CPIB_IAATC_rootplate_29	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_29	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_29.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_29	A-AFFY-2	P-MTAB-29512	Holman_535_029_WT_240mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	240	minute
CPIB_IAATC_rootplate_30	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_30	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_30.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_30	A-AFFY-2	P-MTAB-29512	Holman_535_030_WT_240mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	240	minute
CPIB_IAATC_rootplate_31	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_31	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_31.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_31	A-AFFY-2	P-MTAB-29512	Holman_535_031_WT_240mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	240	minute
CPIB_IAATC_rootplate_32	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_32	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_32.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_32	A-AFFY-2	P-MTAB-29512	Holman_535_032_WT_240mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	240	minute
CPIB_IAATC_rootplate_33	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_33	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_33.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_33	A-AFFY-2	P-MTAB-29512	Holman_535_033_WT_240mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	240	minute
CPIB_IAATC_rootplate_34	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_34	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_34.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_34	A-AFFY-2	P-MTAB-29512	Holman_535_034_WT_480mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	480	minute
CPIB_IAATC_rootplate_35	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_35	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_35.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_35	A-AFFY-2	P-MTAB-29512	Holman_535_035_WT_480mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	480	minute
CPIB_IAATC_rootplate_36	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_36	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_36.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_36	A-AFFY-2	P-MTAB-29512	Holman_535_036_WT_480mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	control	480	minute
CPIB_IAATC_rootplate_37	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_37	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_37.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_37	A-AFFY-2	P-MTAB-29512	Holman_535_037_WT_480mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	480	minute
CPIB_IAATC_rootplate_38	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_38	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_38.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_38	A-AFFY-2	P-MTAB-29512	Holman_535_038_WT_480mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	480	minute
CPIB_IAATC_rootplate_39	Arabidopsis thaliana	Col-0	seedling	root meristem	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_39	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_39.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_39	A-AFFY-2	P-MTAB-29512	Holman_535_039_WT_480mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	root meristem	indole-3-acetic acid	480	minute
CPIB_IAATC_rootplate_40	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_40	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_40.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_40	A-AFFY-2	P-MTAB-29512	Holman_535_040_WT_0mins_EZ_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	0	minute
