Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Characteristics [cultivar]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]
GSM1520722 1	3 biological replicates: Replicate 1 = AFFY574B.CEL Replicate 1 = AFFY574B.CHP Replicate 2 = AFFY582B.CEL Replicate 2 = AFFY582B.CHP Replicate 3 = AFFY648B.CEL Replicate 3 = AFFY648B.CHP	Arabidopsis seedlings 3 h HS, no-EBR	3C	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520722 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520722 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520722	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520722_AFFY582B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520722_sample_table.txt norm	GSM1520722_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520722 1	3 biological replicates: Replicate 1 = AFFY574B.CEL Replicate 1 = AFFY574B.CHP Replicate 2 = AFFY582B.CEL Replicate 2 = AFFY582B.CHP Replicate 3 = AFFY648B.CEL Replicate 3 = AFFY648B.CHP	Arabidopsis seedlings 3 h HS, no-EBR	3C	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520722 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520722 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520722	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520722_AFFY574B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520722_sample_table.txt norm	GSM1520722_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520721 1	3 biological replicates: Replicate 1 = AFFY573B.CEL Replicate 1 = AFFY573B.CHP Replicate 2 = AFFY581B.CEL Replicate 2 = AFFY581B.CHP Replicate 3 = AFFY647B.CEL Replicate 3 = AFFY647B.CHP	Arabidopsis seedlings 1 h HS, 1 �M EBR for 21 days	1E	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520721 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520721 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520721	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520721_AFFY647B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520721_sample_table.txt norm	GSM1520721_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520721 1	3 biological replicates: Replicate 1 = AFFY573B.CEL Replicate 1 = AFFY573B.CHP Replicate 2 = AFFY581B.CEL Replicate 2 = AFFY581B.CHP Replicate 3 = AFFY647B.CEL Replicate 3 = AFFY647B.CHP	Arabidopsis seedlings 1 h HS, 1 �M EBR for 21 days	1E	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520721 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520721 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520721	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520721_AFFY581B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520721_sample_table.txt norm	GSM1520721_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520721 1	3 biological replicates: Replicate 1 = AFFY573B.CEL Replicate 1 = AFFY573B.CHP Replicate 2 = AFFY581B.CEL Replicate 2 = AFFY581B.CHP Replicate 3 = AFFY647B.CEL Replicate 3 = AFFY647B.CHP	Arabidopsis seedlings 1 h HS, 1 �M EBR for 21 days	1E	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520721 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520721 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520721	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520721_AFFY573B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520721_sample_table.txt norm	GSM1520721_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520720 1	3 biological replicates: Replicate 1 = AFFY572B.CEL Replicate 1 = AFFY572B.CHP Replicate 2 = AFFY580B.CEL Replicate 2 = AFFY580B.CHP Replicate 3 = AFFY646B.CHP Replicate 3 = AFFY646B.CEL	Arabidopsis seedlings 1 h HS, no-EBR	1C	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520720 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520720 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520720	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520720_AFFY646B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520720_sample_table.txt norm	GSM1520720_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520720 1	3 biological replicates: Replicate 1 = AFFY572B.CEL Replicate 1 = AFFY572B.CHP Replicate 2 = AFFY580B.CEL Replicate 2 = AFFY580B.CHP Replicate 3 = AFFY646B.CHP Replicate 3 = AFFY646B.CEL	Arabidopsis seedlings 1 h HS, no-EBR	1C	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520720 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520720 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520720	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520720_AFFY580B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520720_sample_table.txt norm	GSM1520720_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520720 1	3 biological replicates: Replicate 1 = AFFY572B.CEL Replicate 1 = AFFY572B.CHP Replicate 2 = AFFY580B.CEL Replicate 2 = AFFY580B.CHP Replicate 3 = AFFY646B.CHP Replicate 3 = AFFY646B.CEL	Arabidopsis seedlings 1 h HS, no-EBR	1C	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520720 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520720 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520720	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520720_AFFY572B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520720_sample_table.txt norm	GSM1520720_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520719 1	3 biological replicates: Replicate 1 = AFFY571B.CEL Replicate 1 = AFFY571B.CHP Replicate 2 = AFFY579B.CEL Replicate 2 = AFFY579B.CHP Replicate 3 = AFFY645B.CEL Replicate 3 = AFFY645B.CHP	Arabidopsis seedlings no-stress, 1 �M EBR for 21 days	0E	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520719 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520719 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520719	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520719_AFFY645B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520719_sample_table.txt norm	GSM1520719_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520719 1	3 biological replicates: Replicate 1 = AFFY571B.CEL Replicate 1 = AFFY571B.CHP Replicate 2 = AFFY579B.CEL Replicate 2 = AFFY579B.CHP Replicate 3 = AFFY645B.CEL Replicate 3 = AFFY645B.CHP	Arabidopsis seedlings no-stress, 1 �M EBR for 21 days	0E	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520719 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520719 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520719	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520719_AFFY579B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520719_sample_table.txt norm	GSM1520719_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520719 1	3 biological replicates: Replicate 1 = AFFY571B.CEL Replicate 1 = AFFY571B.CHP Replicate 2 = AFFY579B.CEL Replicate 2 = AFFY579B.CHP Replicate 3 = AFFY645B.CEL Replicate 3 = AFFY645B.CHP	Arabidopsis seedlings no-stress, 1 �M EBR for 21 days	0E	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520719 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520719 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520719	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520719_AFFY571B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520719_sample_table.txt norm	GSM1520719_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
GSM1520718 1	3 biological replicates: Replicate 1 = AFFY570B.CEL Replicate 1 = AFFY570B.CHP Replicate 2 = AFFY578B.CEL Replicate 2 = AFFY578B.CHP Replicate 3 = AFFY644B.CEL Replicate 3 = AFFY644B.CHP	Arabidopsis seedlings no-stress, no-EBR	0C	21 days	Columbia	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	shoot tissue above medium	P-GSE62163-2	ArrayExpress	P-GSE62163-3	ArrayExpress	P-GSE62163-4	ArrayExpress	GSM1520718 extract 1	total RNA	P-GSE62163-5	ArrayExpress	GSM1520718 LE 1	biotin	P-GSE62163-6	ArrayExpress	GSM1520718	A-AFFY-2	ArrayExpress	array assay	P-GSE62163-7	ArrayExpress	GSM1520718_AFFY644B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.raw.1.zip	P-GSE62163-1	ArrayExpress	GSM1520718_sample_table.txt norm	GSM1520718_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62163/E-GEOD-62163.processed.1.zip
