Source Name	Material Type	Provider	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[specimen with known storage state]	Characteristics[organism part]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[time]	Unit[time unit]
CPIB_LRPTC_9hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39063	P-MTAB-39060	CPIB_LRP_extract_11	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_11	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_11	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-39_9h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	9	hour
CPIB_LRPTC_9hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39063	P-MTAB-39060	CPIB_LRP_extract_12	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_12	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_12	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-57_9h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	9	hour
CPIB_LRPTC_12hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39064	P-MTAB-39060	CPIB_LRP_extract_13	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_13	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_13	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-4_12h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	12	hour
CPIB_LRPTC_12hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39064	P-MTAB-39060	CPIB_LRP_extract_14	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_14	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_14	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-22_12h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	12	hour
CPIB_LRPTC_12hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39064	P-MTAB-39060	CPIB_LRP_extract_15	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_15	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_15	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-40_12h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	12	hour
CPIB_LRPTC_12hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39064	P-MTAB-39060	CPIB_LRP_extract_16	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_16	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_16	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-58_12h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	12	hour
CPIB_LRPTC_15hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39065	P-MTAB-39060	CPIB_LRP_extract_17	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_17	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_17	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-5_15h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	15	hour
CPIB_LRPTC_15hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39065	P-MTAB-39060	CPIB_LRP_extract_18	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_18	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_18	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-23_15h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	15	hour
CPIB_LRPTC_15hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39065	P-MTAB-39060	CPIB_LRP_extract_19	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_19	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_19	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-41_15h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	15	hour
CPIB_LRPTC_15hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39065	P-MTAB-39060	CPIB_LRP_extract_20	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_20	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_20	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-59_15h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	15	hour
CPIB_LRPTC_18hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39066	P-MTAB-39060	CPIB_LRP_extract_21	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_21	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_21	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-6_18h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	18	hour
CPIB_LRPTC_18hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39066	P-MTAB-39060	CPIB_LRP_extract_22	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_22	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_22	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-24_18h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	18	hour
CPIB_LRPTC_18hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39066	P-MTAB-39060	CPIB_LRP_extract_23	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_23	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_23	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-42_18h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	18	hour
CPIB_LRPTC_18hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39066	P-MTAB-39060	CPIB_LRP_extract_24	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_24	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_24	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-60_18h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	18	hour
CPIB_LRPTC_21hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39067	P-MTAB-39060	CPIB_LRP_extract_25	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_25	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_25	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-7_21h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	21	hour
CPIB_LRPTC_21hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39067	P-MTAB-39060	CPIB_LRP_extract_26	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_26	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_26	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-25_21h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	21	hour
CPIB_LRPTC_21hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39067	P-MTAB-39060	CPIB_LRP_extract_27	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_27	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_27	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-43_21h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	21	hour
CPIB_LRPTC_21hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39067	P-MTAB-39060	CPIB_LRP_extract_28	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_28	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_28	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-61_21h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	21	hour
CPIB_LRPTC_24hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39068	P-MTAB-39060	CPIB_LRP_extract_29	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_29	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_29	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-8_24h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	24	hour
CPIB_LRPTC_24hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39068	P-MTAB-39060	CPIB_LRP_extract_30	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_30	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_30	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-26_24h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	24	hour
CPIB_LRPTC_24hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39068	P-MTAB-39060	CPIB_LRP_extract_31	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_31	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_31	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-44_24h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	24	hour
CPIB_LRPTC_24hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39068	P-MTAB-39060	CPIB_LRP_extract_32	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_32	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_32	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-62_24h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	24	hour
CPIB_LRPTC_27hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39069	P-MTAB-39060	CPIB_LRP_extract_33	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_33	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_33	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-9_27h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	27	hour
CPIB_LRPTC_27hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39069	P-MTAB-39060	CPIB_LRP_extract_34	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_34	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_34	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-27_27h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	27	hour
CPIB_LRPTC_27hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39069	P-MTAB-39060	CPIB_LRP_extract_35	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_35	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_35	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-45_27h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	27	hour
CPIB_LRPTC_27hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39069	P-MTAB-39060	CPIB_LRP_extract_36	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_36	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_36	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-63_27h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	27	hour
CPIB_LRPTC_30hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39070	P-MTAB-39060	CPIB_LRP_extract_37	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_37	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_37	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-10_30h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	30	hour
CPIB_LRPTC_30hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39070	P-MTAB-39060	CPIB_LRP_extract_38	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_38	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_38	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-28_30h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	30	hour
CPIB_LRPTC_30hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39070	P-MTAB-39060	CPIB_LRP_extract_39	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_39	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_39	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-46_30h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	30	hour
CPIB_LRPTC_30hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39070	P-MTAB-39060	CPIB_LRP_extract_40	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_40	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_40	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-64_30h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	30	hour
CPIB_LRPTC_33hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39071	P-MTAB-39060	CPIB_LRP_extract_41	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_41	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_41	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-11_33h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	33	hour
