Source Name	Characteristics [Organism]	Characteristics [DevelopmentalStage]	Characteristics [Genotype]	Term Source REF	Characteristics [BioSourceProvider]	Description	Protocol REF	Parameter Value [Water]	Parameter Value [Lighting]	Parameter Value [Medium]	Parameter Value [Humidity]	Parameter Value [Temperature]	Parameter Value [location]	Sample Name	Characteristics [OrganismPart]	Characteristics [OrganismPa]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Comment [ArrayExpress Data Retrieval URI]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Comment [Derived ArrayExpress Data Retrieval URI]
Newbury_1-22_Petraea-highZn-leaves(PLH)_Rep1_ATH1	Arabidopsis petraea	10-16 rosette leaves	wild_type	mo	Arabidopsis petraea collected from Bohemia	  	NASCGrowProt:518	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-22_Petraea-highZn-leaves(PLH)_Rep1_ATH1	rosette leaves	rosette leaves	NASCExtractProtocol:3	393101205	total_RNA	NASCLabelProtocol:1	Newbury_1-22_Petraea-highZn-leaves(PLH)_Rep1_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A22-NEWBU-PLH_repeat	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A22-NEWBU-PLH_repeat	E-NASC-44-raw-data-393101961.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-16_Petraea-highZn-roots(PRH)_Rep1_ATH1	Arabidopsis petraea	10-16 rosette leaves	wild_type	mo	Arabidopsis petraea collected from Bohemia	  	NASCGrowProt:518	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-16_Petraea-highZn-roots(PRH)_Rep1_ATH1	whole root system	whole root system	NASCExtractProtocol:3	393101149	total_RNA	NASCLabelProtocol:1	Newbury_1-16_Petraea-highZn-roots(PRH)_Rep1_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A16-NEWBU-PRH	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A16-NEWBU-PRH	E-NASC-44-raw-data-393101853.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-10_Halleri-highZn-leaves(HLH)_Rep1_ATH1	Arabidopsis halleri	10-16 rosette leaves	wild_type	mo	Arabidopsis petraea collected from Bohemia	  	NASCGrowProt:518	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-10_Halleri-highZn-leaves(HLH)_Rep1_ATH1	rosette leaves	rosette leaves	NASCExtractProtocol:3	393101101	total_RNA	NASCLabelProtocol:1	Newbury_1-10_Halleri-highZn-leaves(HLH)_Rep1_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A10-NEWBU-HLH	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A10-NEWBU-HLH	E-NASC-44-raw-data-393101745.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-12_Halleri-highZn-leaves(HLH)_Rep3_ATH1	Arabidopsis halleri	10-16 rosette leaves	wild_type	mo	Arabidopsis petraea collected from Bohemia	  	NASCSampleTreatmentProt:523	  	  	  	  	  	  	Newbury_1-12_Halleri-highZn-leaves(HLH)_Rep3_ATH1	rosette leaves	rosette leaves	NASCExtractProtocol:3	393101117	total_RNA	NASCLabelProtocol:1	Newbury_1-12_Halleri-highZn-leaves(HLH)_Rep3_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A12-NEWBU-HLH	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A12-NEWBU-HLH	E-NASC-44-raw-data-393101781.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-9_Halleri-control-leaves(HLO)_Rep3_ATH1	Arabidopsis halleri	10-16 rosette leaves	wild_type	mo	  	  	NASCGrowProt:520	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-9_Halleri-control-leaves(HLO)_Rep3_ATH1	rosette leaves	rosette leaves	NASCExtractProtocol:3	393101277	total_RNA	NASCLabelProtocol:1	Newbury_1-9_Halleri-control-leaves(HLO)_Rep3_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A9-NEWBU-HLO_repeat	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A9-NEWBU-HLO_repeat	E-NASC-44-raw-data-393101727.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-1_halleri-control-roots(HRO)_Rep1_ATH1	Arabidopsis halleri	10-16 rosette leaves	wild_type	mo	  	  	NASCGrowProt:519	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-1_halleri-control-roots(HRO)_Rep1_ATH1	whole root system	whole root system	NASCExtractProtocol:3	393101093	total_RNA	NASCLabelProtocol:1	Newbury_1-1_halleri-control-roots(HRO)_Rep1_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A1-NEWBU-HRO	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A1-NEWBU-HRO	E-NASC-44-raw-data-393101583.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-23_Petraea-highZn-leaves(PLH)_Rep2_ATH1	Arabidopsis petraea	10-16 rosette leaves	wild_type	mo	Arabidopsis petraea collected from Bohemia	  	NASCSampleTreatmentProt:523	  	  	  	  	  	  	Newbury_1-23_Petraea-highZn-leaves(PLH)_Rep2_ATH1	rosette leaves	rosette leaves	NASCExtractProtocol:3	393101213	total_RNA	NASCLabelProtocol:1	Newbury_1-23_Petraea-highZn-leaves(PLH)_Rep2_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A23-NEWBU-PLH	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A23-NEWBU-PLH	E-NASC-44-raw-data-393101979.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-19_Petraea-control-leaves(PLO)_Rep1_ATH1	Arabidopsis petraea	10-16 rosette leaves	wild_type	mo	Arabidopsis petraea collected from Bohemia	  	NASCGrowProt:520	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-19_Petraea-control-leaves(PLO)_Rep1_ATH1	rosette leaves	rosette leaves	NASCExtractProtocol:3	393101173	total_RNA	NASCLabelProtocol:1	Newbury_1-19_Petraea-control-leaves(PLO)_Rep1_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A19-NEWBU-PLO	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A19-NEWBU-PLO	E-NASC-44-raw-data-393101907.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-15_Petraea-control-roots(PRO)_Rep3_ATH1	Arabidopsis petraea	10-16 rosette leaves	wild_type	mo	Arabidopsis petraea collected from Bohemia	  	NASCGrowProt:519	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-15_Petraea-control-roots(PRO)_Rep3_ATH1	whole root system	whole root system	NASCExtractProtocol:3	393101141	total_RNA	NASCLabelProtocol:1	Newbury_1-15_Petraea-control-roots(PRO)_Rep3_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A15-NEWBU-PR0	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A15-NEWBU-PR0	E-NASC-44-raw-data-393101835.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-11_Halleri-highZn-leaves(HLH)_Rep2_ATH1	Arabidopsis halleri	10-16 rosette leaves	wild_type	mo	Arabidopsis petraea collected from Bohemia	  	NASCGrowProt:518	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-11_Halleri-highZn-leaves(HLH)_Rep2_ATH1	rosette leaves	rosette leaves	NASCExtractProtocol:3	393101109	total_RNA	NASCLabelProtocol:1	Newbury_1-11_Halleri-highZn-leaves(HLH)_Rep2_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A11-NEWBU-HLH	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A11-NEWBU-HLH	E-NASC-44-raw-data-393101763.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-2_halleri-control-roots(HRO)_Rep2_ATH1	Arabidopsis halleri	10-16 rosette leaves	wild_type	mo	  	  	NASCGrowProt:519	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-2_halleri-control-roots(HRO)_Rep2_ATH1	whole root system	whole root system	NASCExtractProtocol:3	393101181	total_RNA	NASCLabelProtocol:1	Newbury_1-2_halleri-control-roots(HRO)_Rep2_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A2-NEWBU-HRO	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A2-NEWBU-HRO	E-NASC-44-raw-data-393101601.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-5_Halleri-highZn-roots(HRH)_Rep2_ATH1	Arabidopsis halleri	10-16 rosette leaves	wild_type	mo	  	  	NASCGrowProt:518	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-5_Halleri-highZn-roots(HRH)_Rep2_ATH1	whole root system	whole root system	NASCExtractProtocol:3	393101245	total_RNA	NASCLabelProtocol:1	Newbury_1-5_Halleri-highZn-roots(HRH)_Rep2_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A5-NEWBU-HRH	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A5-NEWBU-HRH	E-NASC-44-raw-data-393101655.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-20_Petraea-control-leaves(PLO)_Rep2_ATH1	Arabidopsis petraea	10-16 rosette leaves	wild_type	mo	Arabidopsis petraea collected from Bohemia	  	NASCGrowProt:520	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-20_Petraea-control-leaves(PLO)_Rep2_ATH1	rosette leaves	rosette leaves	NASCExtractProtocol:3	393101189	total_RNA	NASCLabelProtocol:1	Newbury_1-20_Petraea-control-leaves(PLO)_Rep2_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A20-NEWBU-PLO	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A20-NEWBU-PLO	E-NASC-44-raw-data-393101925.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.2.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
Newbury_1-8_Halleri-control-leaves(HLO)_Rep2_ATH1	Arabidopsis halleri	10-16 rosette leaves	wild_type	mo	  	  	NASCGrowProt:520	weekly	10hrs	Full mineral medium	80	25	Growth Room	Newbury_1-8_Halleri-control-leaves(HLO)_Rep2_ATH1	rosette leaves	rosette leaves	NASCExtractProtocol:3	393101269	total_RNA	NASCLabelProtocol:1	Newbury_1-8_Halleri-control-leaves(HLO)_Rep2_ATH1	biotin	total_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	JN001_ATH1_A8-NEWBU-HLO	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	JN001_ATH1_A8-NEWBU-HLO	E-NASC-44-raw-data-393101709.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.raw.3.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741	Affymetrix:Protocol:ExpressionStat	E-NASC-44-processed-data-1342344317.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/NASC/E-NASC-44/E-NASC-44.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=393103741
