Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[genotype]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [genotype]	FactorValue[growth condition]	FactorValue[developmental stage]
GSM429319 1	2d dark grown WT(Col-0) seedlings/replicate 5	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	wild type	P-GSE17159-2	P-GSE17159-12	P-GSE17159-4	GSM429319 extract 1	total RNA	P-GSE17159-5	GSM429319 LE 1	biotin	P-GSE17159-6	GSM429319	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM429319.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM429319_sample_table.txt norm	GSM429319_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	wild type	darkness	seedling
GSM429318 1	2d dark grown WT(Col-0) seedlings/replicate 4	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	wild type	P-GSE17159-2	P-GSE17159-12	P-GSE17159-4	GSM429318 extract 1	total RNA	P-GSE17159-5	GSM429318 LE 1	biotin	P-GSE17159-6	GSM429318	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM429318.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM429318_sample_table.txt norm	GSM429318_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	wild type	darkness	seedling
GSM429317 1	2d dark grown WT(Col-0) seedlings/replicate 2	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	wild type	P-GSE17159-2	P-GSE17159-12	P-GSE17159-4	GSM429317 extract 1	total RNA	P-GSE17159-5	GSM429317 LE 1	biotin	P-GSE17159-6	GSM429317	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM429317.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM429317_sample_table.txt norm	GSM429317_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	wild type	darkness	seedling
GSM429316 1	2d dark grown WT(Col-0) seedlings/replicate 2	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	wild type	P-GSE17159-2	P-GSE17159-12	P-GSE17159-4	GSM429316 extract 1	total RNA	P-GSE17159-5	GSM429316 LE 1	biotin	P-GSE17159-6	GSM429316	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM429316.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM429316_sample_table.txt norm	GSM429316_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	wild type	darkness	seedling
GSM429315 1	2d dark grown WT(Col-0) seedlings/replicate 1	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	wild type	P-GSE17159-2	P-GSE17159-12	P-GSE17159-4	GSM429315 extract 1	total RNA	P-GSE17159-5	GSM429315 LE 1	biotin	P-GSE17159-6	GSM429315	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM429315.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM429315_sample_table.txt norm	GSM429315_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	wild type	darkness	seedling
GSM429114 1	5d stratified seed/pif1pif3pif4pif5 mutant (pifq)/ replicate 3	stratified seed	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seed	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-18	P-GSE17159-19	P-GSE17159-4	GSM429114 extract 1	total RNA	P-GSE17159-5	GSM429114 LE 1	biotin	P-GSE17159-6	GSM429114	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM429114.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM429114_sample_table.txt norm	GSM429114_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	stratification	seed
GSM429112 1	5d stratified seed/pif1pif3pif4pif5 mutant (pifq)/ replicate 2	stratified seed	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seed	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-18	P-GSE17159-19	P-GSE17159-4	GSM429112 extract 1	total RNA	P-GSE17159-5	GSM429112 LE 1	biotin	P-GSE17159-6	GSM429112	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM429112.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM429112_sample_table.txt norm	GSM429112_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	stratification	seed
GSM428925 1	5d stratified seed/pif1pif3pif4pif5 mutant (pifq)/ replicate 1	stratified seed	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seed	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-18	P-GSE17159-19	P-GSE17159-4	GSM428925 extract 1	total RNA	P-GSE17159-5	GSM428925 LE 1	biotin	P-GSE17159-6	GSM428925	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428925.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428925_sample_table.txt norm	GSM428925_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	stratification	seed
GSM428923 1	2d red light grown (6.7 μmol/m2/s) pifq mutant/replicate 3	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-16	P-GSE17159-17	P-GSE17159-4	GSM428923 extract 1	total RNA	P-GSE17159-5	GSM428923 LE 1	biotin	P-GSE17159-6	GSM428923	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428923.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428923_sample_table.txt norm	GSM428923_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	red light	seedling
GSM428922 1	2d red light grown (6.7 μmol/m2/s) pifq mutant/replicate 2	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-13	P-GSE17159-15	P-GSE17159-4	GSM428922 extract 1	total RNA	P-GSE17159-5	GSM428922 LE 1	biotin	P-GSE17159-6	GSM428922	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428922.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428922_sample_table.txt norm	GSM428922_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	red light	seedling
GSM428921 1	2d red light grown (6.7 μmol/m2/s) pifq mutant/replicate 1	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-13	P-GSE17159-14	P-GSE17159-4	GSM428921 extract 1	total RNA	P-GSE17159-5	GSM428921 LE 1	biotin	P-GSE17159-6	GSM428921	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428921.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428921_sample_table.txt norm	GSM428921_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	red light	seedling
GSM428920 1	2d dark grown pifq mutant seedlings,followed by 1 hr red light (7.5 μmol/m2/s)/replicate 3	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-11	P-GSE17159-9	P-GSE17159-4	GSM428920 extract 1	total RNA	P-GSE17159-5	GSM428920 LE 1	biotin	P-GSE17159-6	GSM428920	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428920.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428920_sample_table.txt norm	GSM428920_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	darkness followed by 1 hour red light	seedling
GSM428919 1	2d dark grown pifq mutant seedlings,followed by 1 hr red light (7.5 μmol/m2/s)/replicate 2	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-11	P-GSE17159-9	P-GSE17159-4	GSM428919 extract 1	total RNA	P-GSE17159-5	GSM428919 LE 1	biotin	P-GSE17159-6	GSM428919	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428919.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428919_sample_table.txt norm	GSM428919_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	darkness followed by 1 hour red light	seedling
GSM428918 1	2d dark grown pifq mutant seedlings,followed by 1 hr red light (7.5 μmol/m2/s)/replicate 1	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-11	P-GSE17159-12	P-GSE17159-4	GSM428918 extract 1	total RNA	P-GSE17159-5	GSM428918 LE 1	biotin	P-GSE17159-6	GSM428918	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428918.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428918_sample_table.txt norm	GSM428918_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	darkness followed by 1 hour red light	seedling
GSM428917 1	2d dark grown pifq mutant seedlings/replicate 6	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-2	P-GSE17159-3	P-GSE17159-4	GSM428917 extract 1	total RNA	P-GSE17159-5	GSM428917 LE 1	biotin	P-GSE17159-6	GSM428917	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428917.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428917_sample_table.txt norm	GSM428917_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	darkness	seedling
GSM428916 1	2d dark grown pifq mutant seedlings/replicate 5	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-2	P-GSE17159-10	P-GSE17159-4	GSM428916 extract 1	total RNA	P-GSE17159-5	GSM428916 LE 1	biotin	P-GSE17159-6	GSM428916	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428916.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428916_sample_table.txt norm	GSM428916_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	darkness	seedling
GSM428915 1	2d dark grown pifq mutant seedlings/replicate 4	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-2	P-GSE17159-3	P-GSE17159-4	GSM428915 extract 1	total RNA	P-GSE17159-5	GSM428915 LE 1	biotin	P-GSE17159-6	GSM428915	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428915.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428915_sample_table.txt norm	GSM428915_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	darkness	seedling
GSM428914 1	2d dark grown pifq mutant seedlings/replicate 3	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-2	P-GSE17159-9	P-GSE17159-4	GSM428914 extract 1	total RNA	P-GSE17159-5	GSM428914 LE 1	biotin	P-GSE17159-6	GSM428914	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428914.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428914_sample_table.txt norm	GSM428914_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	darkness	seedling
GSM428913 1	2d dark grown pifq mutant seedlings/replicate 2	whole seedling (root, hypocotyl,cotyledon)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	whole organism	seedling	pif1pif3pif4pif5 (pifq) mutant	P-GSE17159-2	P-GSE17159-3	P-GSE17159-4	GSM428913 extract 1	total RNA	P-GSE17159-5	GSM428913 LE 1	biotin	P-GSE17159-6	GSM428913	A-AFFY-2	P-GSE17159-7	P-GSE17159-8	GSM428913.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.raw.1.zip	P-GSE17159-1	GSM428913_sample_table.txt norm	GSM428913_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17159/E-GEOD-17159.processed.1.zip	pif1pif3pif4pif5 (pifq) mutant	darkness	seedling
