Source Name	Material Type	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Comment[Sample_source_name]	Characteristics[developmental stage]	Characteristics[ecotype]	Comment[Sample_characteristics]	Characteristics[organism part]	Sample Name	Material Type	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[CDF]	FactorValue[time]	Unit[time unit]	FactorValue[compound]	FactorValue[ecotype]
GSE18975GSM469707	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bay-0 x Shahdara Core-Pop Bay-0 Parent, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. developmental stage: 1.0; tissue: whole plant; stock code: N57923; strain/ecotype: Bay-0; genome/variation: recombinant inbred line"	Bay-0 x Shahdara Core-Pop Bay-0 Parent	Boyes key 1.0	Bay-0	developmental stage: 1.0; tissue: whole plant; stock code: N57923; strain/ecotype: Bay-0; genome/variation: recombinant inbred line	whole organism	GSE18975GSM469707 sample	organism_part	P-G18975-3	GSE18975GSM469707 extract	total_RNA	P-G18975-1	GSE18975GSM469707 LE biotin	synthetic_RNA	biotin	Quint_2-11_Bay-0-3h_Rep2_ATH1	A-AFFY-2	GSM469707	GSM469707.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469707 Norm	GSM469707_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Bay-0
GSE18975GSM469708	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bay-0 x Shahdara Core-Pop Bay-0 Parent, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. developmental stage: 1.0; tissue: whole plant; stock code: N57923; strain/ecotype: Bay-0; genome/variation: recombinant inbred line"	Bay-0 x Shahdara Core-Pop Bay-0 Parent	Boyes key 1.0	Bay-0	developmental stage: 1.0; tissue: whole plant; stock code: N57923; strain/ecotype: Bay-0; genome/variation: recombinant inbred line	whole organism	GSE18975GSM469708 sample	organism_part	P-G18975-3	GSE18975GSM469708 extract	total_RNA	P-G18975-1	GSE18975GSM469708 LE biotin	synthetic_RNA	biotin	Quint_2-10_Bay-0-3h_Rep1_ATH1	A-AFFY-2	GSM469708	GSM469708.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469708 Norm	GSM469708_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Bay-0
GSE18975GSM469720	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469720 sample	organism_part	P-G18975-3	GSE18975GSM469720 extract	total_RNA	P-G18975-1	GSE18975GSM469720 LE biotin	synthetic_RNA	biotin	Quint_2-73_BI-1-0h_Rep1_ATH1	A-AFFY-2	GSM469720	GSM469720.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469720 Norm	GSM469720_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Bl-1
GSE18975GSM469721	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469721 sample	organism_part	P-G18975-3	GSE18975GSM469721 extract	total_RNA	P-G18975-1	GSE18975GSM469721 LE biotin	synthetic_RNA	biotin	Quint_2-74_BI-1-0h_Rep2_ATH1	A-AFFY-2	GSM469721	GSM469721.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469721 Norm	GSM469721_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Bl-1
GSE18975GSM469722	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469722 sample	organism_part	P-G18975-3	GSE18975GSM469722 extract	total_RNA	P-G18975-1	GSE18975GSM469722 LE biotin	synthetic_RNA	biotin	Quint_2-75_BI-1-0h_Rep3_ATH1	A-AFFY-2	GSM469722	GSM469722.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469722 Norm	GSM469722_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Bl-1
GSE18975GSM469723	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469723 sample	organism_part	P-G18975-3	GSE18975GSM469723 extract	total_RNA	P-G18975-1	GSE18975GSM469723 LE biotin	synthetic_RNA	biotin	Quint_2-76_BI-1-30min_Rep1_ATH1	A-AFFY-2	GSM469723	GSM469723.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469723 Norm	GSM469723_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Bl-1
GSE18975GSM469724	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469724 sample	organism_part	P-G18975-3	GSE18975GSM469724 extract	total_RNA	P-G18975-1	GSE18975GSM469724 LE biotin	synthetic_RNA	biotin	Quint_2-77_BI-1-30min_Rep2_ATH1	A-AFFY-2	GSM469724	GSM469724.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469724 Norm	GSM469724_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Bl-1
GSE18975GSM469725	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469725 sample	organism_part	P-G18975-3	GSE18975GSM469725 extract	total_RNA	P-G18975-1	GSE18975GSM469725 LE biotin	synthetic_RNA	biotin	Quint_2-78_BI-1-30min_Rep3_ATH1	A-AFFY-2	GSM469725	GSM469725.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469725 Norm	GSM469725_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Bl-1
GSE18975GSM469726	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469726 sample	organism_part	P-G18975-3	GSE18975GSM469726 extract	total_RNA	P-G18975-1	GSE18975GSM469726 LE biotin	synthetic_RNA	biotin	Quint_2-79_BI-1-1h_Rep1_ATH1	A-AFFY-2	GSM469726	GSM469726.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469726 Norm	GSM469726_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	Bl-1
GSE18975GSM469727	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469727 sample	organism_part	P-G18975-3	GSE18975GSM469727 extract	total_RNA	P-G18975-1	GSE18975GSM469727 LE biotin	synthetic_RNA	biotin	Quint_2-80_BI-1-1h_Rep2_ATH1	A-AFFY-2	GSM469727	GSM469727.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469727 Norm	GSM469727_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	Bl-1
GSE18975GSM469728	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469728 sample	organism_part	P-G18975-3	GSE18975GSM469728 extract	total_RNA	P-G18975-1	GSE18975GSM469728 LE biotin	synthetic_RNA	biotin	Quint_2-81_BI-1-1h_Rep3_ATH1	A-AFFY-2	GSM469728	GSM469728.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469728 Norm	GSM469728_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	Bl-1
GSE18975GSM469729	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469729 sample	organism_part	P-G18975-3	GSE18975GSM469729 extract	total_RNA	P-G18975-1	GSE18975GSM469729 LE biotin	synthetic_RNA	biotin	Quint_2-82_BI-1-3h_Rep1_ATH1	A-AFFY-2	GSM469729	GSM469729.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469729 Norm	GSM469729_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Bl-1
GSE18975GSM469730	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469730 sample	organism_part	P-G18975-3	GSE18975GSM469730 extract	total_RNA	P-G18975-1	GSE18975GSM469730 LE biotin	synthetic_RNA	biotin	Quint_2-83_BI-1-3h_Rep2_ATH1	A-AFFY-2	GSM469730	GSM469730.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469730 Norm	GSM469730_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Bl-1
GSE18975GSM469731	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bl-1, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968"	Bl-1	Boyes key 1.0	Bl-1	strain/ecotype: Bl-1; developmental stage: 1.0; tissue: whole plant; stock code: N968	whole organism	GSE18975GSM469731 sample	organism_part	P-G18975-3	GSE18975GSM469731 extract	total_RNA	P-G18975-1	GSE18975GSM469731 LE biotin	synthetic_RNA	biotin	Quint_2-84_BI-1-3h_Rep3_ATH1	A-AFFY-2	GSM469731	GSM469731.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469731 Norm	GSM469731_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Bl-1
