AT1G22640	regulates	AT1G18590	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G18735	Arabidopsis thaliana	ChIP-seq (seedling), motif
AT1G22640	regulates	AT1G18835	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G19310	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G19580	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G20510	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G20515	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G20830	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G21440	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G21690	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G21900	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G21910	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G22520	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G22885	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G22890	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G25460	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G27050	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G27330	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G27480	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G28010	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G28380	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G28400	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G28440	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G28610	Arabidopsis thaliana	ChIP-seq (seedling), motif, motif_DGF (root non hair)
AT1G22640	regulates	AT1G29025	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G29357	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G29420	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G30630	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G30640	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G32210	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G32582	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G32583	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G34040	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G35180	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G35250	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G35515	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G44160	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G49832	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G50110	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G52180	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G52347	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G52830	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G53800	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G54200	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G54385	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G55580	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G56085	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G56140	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G59960	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G59970	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G61750	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G62030	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G62760	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G64000	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G64220	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G65310	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G66780	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G68725	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G69410	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G69480	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G69490	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G70600	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G70610	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G71070	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G71110	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G72200	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G72250	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G72670	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G73050	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G73060	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G73390	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G73805	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G74030	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G74040	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G74310	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G74320	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G75290	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G76730	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G76740	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G77550	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G77570	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G77590	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G77760	Arabidopsis thaliana	ChIP-seq (seedling), motif, motif_DGF (seed coat)
AT1G22640	regulates	AT1G77850	Arabidopsis thaliana	ChIP-seq (seedling), motif, motif_DGF (seed coat)
AT1G22640	regulates	AT1G78480	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G78910	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G79310	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G79660	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G79750	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G80080	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G80110	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G80450	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G01150	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G01720	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G02180	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G04500	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G04880	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G14870	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G15290	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G15790	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G16660	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G17030	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G17640	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G18210	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G19130	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G19650	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G20140	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G20142	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G20750	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G20835	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G21500	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G22660	Arabidopsis thaliana	ChIP-seq (seedling), motif
AT1G22640	regulates	AT2G22668	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G24860	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G25355	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G25590	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G26000	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G27010	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G27385	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G28460	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G29710	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G29995	Arabidopsis thaliana	ChIP-seq (seedling), motif, motif_CE
AT1G22640	regulates	AT2G30050	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G30945	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G31750	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G31790	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G32320	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G34186	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G36090	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G36500	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G36810	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G36890	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G36940	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G37740	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G38823	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G39090	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G39770	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G40080	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G41090	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G41600	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G41610	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G42190	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G42310	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G42450	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G42485	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G42800	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G42975	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G43240	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G43370	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G44360	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G44510	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G45030	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G45710	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G45860	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G45890	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G46170	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G47630	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G48010	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT2G48160	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G01820	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G01970	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G02830	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G02870	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G03456	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G04780	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G04810	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G06030	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G06100	Arabidopsis thaliana	ChIP-seq (seedling), motif
AT1G22640	regulates	AT3G07000	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G07060	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G07150	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G07720	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G09060	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G09630	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G09940	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G11650	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G12145	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G12490	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G12740	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G12800	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G12810	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G13435	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G13550	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G14080	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G14380	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G15000	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G15840	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G15850	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G17020	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G17205	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G17668	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G17680	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G18160	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT3G18210	Arabidopsis thaliana	ChIP-seq (seedling)
