Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics[ecotype]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[age]	Unit[time unit]	Description	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[age]	Unit[time unit]	FactorValue[growth condition]
GSE6176GSM142835	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	4	hour	A-13-Torres-DC3000_4hr_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 77.97 Background Stdev (float) = 2.49 Background Max (float) = 85.9 Background Min (float) = 71.8 Noise Avg (float) = 4.96 Noise Stdev (float) = 0.52 Noise Max (float) = 8.2 Noise Min (float) = 4.1 RawQ (float) = 3.20 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 260 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A13-Torres-4N1.DAT. OrganismPart: Whole leaf; Age time point: 4 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-5	GSE6176GSM142835 sample	P-G6176-4	GSE6176GSM142835 extract	total_RNA	P-G6176-3	GSE6176GSM142835 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A13-Torres-4N1	A-AFFY-2	P-AFFY-6	MG001_ATH1_A13-Torres-4N1	GSM142835.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	4	hour	Pseudomonas syringae DC3000
GSE6176GSM142836	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	4	hour	A-15-Torres-DC3000_4hr_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 88.35 Background Stdev (float) = 2.35 Background Max (float) = 95.8 Background Min (float) = 84.4 Noise Avg (float) = 4.55 Noise Stdev (float) = 0.23 Noise Max (float) = 5.2 Noise Min (float) = 4.0 RawQ (float) = 3.33 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 307 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A15-Torres-4N6.DAT. OrganismPart: Whole leaf; Age time point: 4 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-5	GSE6176GSM142836 sample	P-G6176-4	GSE6176GSM142836 extract	total_RNA	P-G6176-3	GSE6176GSM142836 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A15-Torres-4N6	A-AFFY-2	P-AFFY-6	MG001_ATH1_A15-Torres-4N6	GSM142836.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	4	hour	Pseudomonas syringae DC3000
GSE6176GSM142845	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	12	hour	A-26-Torres-DC3000_12hr_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 80.53 Background Stdev (float) = 2.03 Background Max (float) = 87.0 Background Min (float) = 76.5 Noise Avg (float) = 5.04 Noise Stdev (float) = 0.25 Noise Max (float) = 5.6 Noise Min (float) = 4.2 RawQ (float) = 3.30 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 309 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A26-Torres-8N3.DAT. OrganismPart: Whole leaf; Age time point: 12 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-10	P-G6176-9	GSE6176GSM142845 sample	P-G6176-4	GSE6176GSM142845 extract	total_RNA	P-G6176-3	GSE6176GSM142845 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A26-Torres-8N3	A-AFFY-2	P-AFFY-6	MG001_ATH1_A26-Torres-8N3	GSM142845.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	12	hour	Pseudomonas syringae DC3000
GSE6176GSM142846	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	12	hour	A-27-Torres-DC3000_12hr_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 82.49 Background Stdev (float) = 2.30 Background Max (float) = 89.7 Background Min (float) = 75.1 Noise Avg (float) = 5.17 Noise Stdev (float) = 0.19 Noise Max (float) = 5.6 Noise Min (float) = 4.5 RawQ (float) = 3.34 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 489 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A27-Torres-9N1.DAT. OrganismPart: Whole leaf; Age time point: 12 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-6	P-G6176-9	GSE6176GSM142846 sample	P-G6176-4	GSE6176GSM142846 extract	total_RNA	P-G6176-3	GSE6176GSM142846 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A27-Torres-9N1	A-AFFY-2	P-AFFY-6	MG001_ATH1_A27-Torres-9N1	GSM142846.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	12	hour	Pseudomonas syringae DC3000
GSE6176GSM142844	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	12	hour	A-25-Torres-DC3000_12hr_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 72.40 Background Stdev (float) = 1.05 Background Max (float) = 77.0 Background Min (float) = 69.5 Noise Avg (float) = 4.51 Noise Stdev (float) = 0.18 Noise Max (float) = 5.0 Noise Min (float) = 3.9 RawQ (float) = 2.95 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 320 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A25-Torres-8N1.DAT. OrganismPart: Whole leaf; Age time point: 12 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-6	P-G6176-9	GSE6176GSM142844 sample	P-G6176-4	GSE6176GSM142844 extract	total_RNA	P-G6176-3	GSE6176GSM142844 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A25-Torres-8N1	A-AFFY-2	P-AFFY-6	MG001_ATH1_A25-Torres-8N1	GSM142844.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	12	hour	Pseudomonas syringae DC3000
GSE6176GSM142839	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	4	hour	A-18-Torres-AvrRpm1_4hr_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 86.22 Background Stdev (float) = 2.89 Background Max (float) = 95.2 Background Min (float) = 81.0 Noise Avg (float) = 5.29 Noise Stdev (float) = 0.35 Noise Max (float) = 6.4 Noise Min (float) = 4.3 RawQ (float) = 3.42 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 189 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A18-Torres-6N6.DAT. OrganismPart: Whole leaf; Age time point: 4 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-5	GSE6176GSM142839 sample	P-G6176-4	GSE6176GSM142839 extract	total_RNA	P-G6176-3	GSE6176GSM142839 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A18-Torres-6N6	A-AFFY-2	P-AFFY-6	MG001_ATH1_A18-Torres-6N6	GSM142839.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	4	hour	Pseudomonas syringae DC3000::avrRpm1
GSE6176GSM142838	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	4	hour	A-17-Torres-AvrRpm1_4hr_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 79.42 Background Stdev (float) = 2.08 Background Max (float) = 86.9 Background Min (float) = 75.2 Noise Avg (float) = 4.23 Noise Stdev (float) = 0.22 Noise Max (float) = 4.7 Noise Min (float) = 3.5 RawQ (float) = 3.12 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 227 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A17-Torres-6N3.DAT. OrganismPart: Whole leaf; Age time point: 4 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-5	GSE6176GSM142838 sample	P-G6176-4	GSE6176GSM142838 extract	total_RNA	P-G6176-3	GSE6176GSM142838 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A17-Torres-6N3	A-AFFY-2	P-AFFY-6	MG001_ATH1_A17-Torres-6N3	GSM142838.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	4	hour	Pseudomonas syringae DC3000::avrRpm1
GSE6176GSM142837	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	4	hour	A-16-Torres-AvrRpm1_4hr_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 81.04 Background Stdev (float) = 1.38 Background Max (float) = 86.8 Background Min (float) = 77.9 Noise Avg (float) = 4.64 Noise Stdev (float) = 0.23 Noise Max (float) = 5.4 Noise Min (float) = 4.0 RawQ (float) = 3.27 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 305 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A16-Torres-6N1.DAT. OrganismPart: Whole leaf; Age time point: 4 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-5	GSE6176GSM142837 sample	P-G6176-4	GSE6176GSM142837 extract	total_RNA	P-G6176-3	GSE6176GSM142837 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A16-Torres-6N1	A-AFFY-2	P-AFFY-6	MG001_ATH1_A16-Torres-6N1	GSM142837.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	4	hour	Pseudomonas syringae DC3000::avrRpm1
GSE6176GSM142852	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	2	hour	A-5-Torres-Hrp_2hr_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 98.31 Background Stdev (float) = 2.17 Background Max (float) = 105.7 Background Min (float) = 94.1 Noise Avg (float) = 5.17 Noise Stdev (float) = 0.27 Noise Max (float) = 6.1 Noise Min (float) = 4.6 RawQ (float) = 3.54 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 177 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A5-Torres-2N3.DAT. OrganismPart: Whole leaf; Age time point: 2 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-2	GSE6176GSM142852 sample	P-G6176-4	GSE6176GSM142852 extract	total_RNA	P-G6176-3	GSE6176GSM142852 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A5-Torres-2N3	A-AFFY-2	P-AFFY-6	MG001_ATH1_A5-Torres-2N3	GSM142852.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	2	hour	Pseudomonas syringae DC3000hrpA
GSE6176GSM142851	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	2	hour	A-4-Torres-Hrp_2hr_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 73.02 Background Stdev (float) = 1.39 Background Max (float) = 77.6 Background Min (float) = 70.0 Noise Avg (float) = 4.10 Noise Stdev (float) = 0.17 Noise Max (float) = 4.5 Noise Min (float) = 3.7 RawQ (float) = 2.89 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 382 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A4-Torres-2N1.DAT. OrganismPart: Whole leaf; Age time point: 2 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-11	GSE6176GSM142851 sample	P-G6176-4	GSE6176GSM142851 extract	total_RNA	P-G6176-3	GSE6176GSM142851 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A4-Torres-2N1	A-AFFY-2	P-AFFY-6	MG001_ATH1_A4-Torres-2N1	GSM142851.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	2	hour	Pseudomonas syringae DC3000hrpA
GSE6176GSM142853	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	2	hour	A-6-Torres-Hrp_2hr_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 89.83 Background Stdev (float) = 1.37 Background Max (float) = 94.3 Background Min (float) = 86.9 Noise Avg (float) = 4.46 Noise Stdev (float) = 0.14 Noise Max (float) = 4.8 Noise Min (float) = 3.9 RawQ (float) = 3.28 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 189 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A6-Torres-2N6.DAT. OrganismPart: Whole leaf; Age time point: 2 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-6	P-G6176-12	GSE6176GSM142853 sample	P-G6176-4	GSE6176GSM142853 extract	total_RNA	P-G6176-3	GSE6176GSM142853 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A6-Torres-2N6	A-AFFY-2	P-AFFY-6	MG001_ATH1_A6-Torres-2N6	GSM142853.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	2	hour	Pseudomonas syringae DC3000hrpA
GSE6176GSM142833	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	4	hour	A-10-Torres-Hrp_4hr_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 76.85 Background Stdev (float) = 1.19 Background Max (float) = 81.0 Background Min (float) = 74.4 Noise Avg (float) = 4.31 Noise Stdev (float) = 0.22 Noise Max (float) = 4.8 Noise Min (float) = 3.9 RawQ (float) = 3.06 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 290 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A10-Torres-5N1.DAT. OrganismPart: Whole leaf; Age time point: 4 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-6	P-G6176-2	GSE6176GSM142833 sample	P-G6176-4	GSE6176GSM142833 extract	total_RNA	P-G6176-3	GSE6176GSM142833 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A10-Torres-5N1	A-AFFY-2	P-AFFY-6	MG001_ATH1_A10-Torres-5N1	GSM142833.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	4	hour	Pseudomonas syringae DC3000hrpA
GSE6176GSM142829	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	4	hour	A-11-Torres-Hrp_4hr_Rep2:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 87.46 Background Stdev (float) = 2.09 Background Max (float) = 94.5 Background Min (float) = 81.9 Noise Avg (float) = 6.19 Noise Stdev (float) = 0.29 Noise Max (float) = 7.1 Noise Min (float) = 5.4 RawQ (float) = 3.40 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 374 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: GM001_ATH1_A11-Torres-5N3.DAT. OrganismPart: Whole leaf; Age time point: 4 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-2	GSE6176GSM142829 sample	P-G6176-4	GSE6176GSM142829 extract	total_RNA	P-G6176-3	GSE6176GSM142829 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	GM001_ATH1_A11-Torres-5N3	A-AFFY-2	P-AFFY-6	GM001_ATH1_A11-Torres-5N3	GSM142829.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	4	hour	Pseudomonas syringae DC3000hrpA
GSE6176GSM142834	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	4	hour	A-12-Torres-Hrp_4hr_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 71.19 Background Stdev (float) = 1.37 Background Max (float) = 76.1 Background Min (float) = 68.7 Noise Avg (float) = 3.99 Noise Stdev (float) = 0.19 Noise Max (float) = 4.6 Noise Min (float) = 3.4 RawQ (float) = 2.92 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 425 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A12-Torres-5N6.DAT. OrganismPart: Whole leaf; Age time point: 4 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-2	GSE6176GSM142834 sample	P-G6176-4	GSE6176GSM142834 extract	total_RNA	P-G6176-3	GSE6176GSM142834 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A12-Torres-5N6	A-AFFY-2	P-AFFY-6	MG001_ATH1_A12-Torres-5N6	GSM142834.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	4	hour	Pseudomonas syringae DC3000hrpA
GSE6176GSM142847	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	12	hour	A-28-Torres-Hrp_12hr_Rep1:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 68.46 Background Stdev (float) = 2.23 Background Max (float) = 75.1 Background Min (float) = 64.3 Noise Avg (float) = 3.71 Noise Stdev (float) = 0.20 Noise Max (float) = 4.6 Noise Min (float) = 3.2 RawQ (float) = 2.72 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 196 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: MG001_ATH1_A28-Torres-9N1.DAT. OrganismPart: Whole leaf; Age time point: 12 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-6	P-G6176-2	GSE6176GSM142847 sample	P-G6176-4	GSE6176GSM142847 extract	total_RNA	P-G6176-3	GSE6176GSM142847 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	MG001_ATH1_A28-Torres-9N1	A-AFFY-2	P-AFFY-6	MG001_ATH1_A28-Torres-9N1	GSM142847.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	12	hour	Pseudomonas syringae DC3000hrpA
GSE6176GSM142831	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	3.9	12	hour	A-30-Torres-Hrp_12hr_Rep3:  Rows (integer) = 712 Cols (integer) = 712 Number of Probe Sets (integer) = 22810 Background Avg (float) = 110.81 Background Stdev (float) = 3.74 Background Max (float) = 122.9 Background Min (float) = 103.6 Noise Avg (float) = 6.95 Noise Stdev (float) = 0.50 Noise Max (float) = 8.5 Noise Min (float) = 6.1 RawQ (float) = 4.07 Number Cells Masked (integer) = 0 Number Outlier Cells (integer) = 201 Number Cells Modified (integer) = 0 Rows (integer) = 712 Cols (integer) = 712 Number of Cells (integer) = 506944 Image: GM001_ATH1_A30-Torres-9N6_repeat1.DAT. OrganismPart: Whole leaf; Age time point: 12 hours; Ecotype: col-5; NASC:Growth Stage: 3.90; NASC:StockCode: N1688	P-G6176-1	P-G6176-2	GSE6176GSM142831 sample	P-G6176-4	GSE6176GSM142831 extract	total_RNA	P-G6176-3	GSE6176GSM142831 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	GM001_ATH1_A30-Torres-9N6_repeat1	A-AFFY-2	P-AFFY-6	GM001_ATH1_A30-Torres-9N6_repeat1	GSM142831.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.raw.1.zip	E-GEOD-6176-processed-data-1628867423.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-6176/E-GEOD-6176.processed.1.zip	12	hour	Pseudomonas syringae DC3000hrpA
