Source Name	Comment [Sample_characteristics]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Organism]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]
GSM362085 1	T-DNA insertion in ACS2,4,5,6 and9	n/a	10-day old, light grown seedlings	penta mutant, biological rep2 (higher order mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362085 extract 1	total RNA	P-GSE14496-4	GSM362085 LE 1	biotin	P-GSE14496-5	GSM362085	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362085.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362085_sample_table.txt norm	GSM362085_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362084 1	T-DNA insertion in ACS2,4,5,6 and9	n/a	10-day old, light grown seedlings	penta mutant, biological rep1 (higher order mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362084 extract 1	total RNA	P-GSE14496-4	GSM362084 LE 1	biotin	P-GSE14496-5	GSM362084	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362084.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362084_sample_table.txt norm	GSM362084_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362083 1	Col-0	n/a	10-day old, light grown seedlings	col control, biological rep3 (higher order mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362083 extract 1	total RNA	P-GSE14496-4	GSM362083 LE 1	biotin	P-GSE14496-5	GSM362083	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362083.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362083_sample_table.txt norm	GSM362083_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362082 1	Col-0	n/a	10-day old, light grown seedlings	col control, biological rep2 (higher order mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362082 extract 1	total RNA	P-GSE14496-4	GSM362082 LE 1	biotin	P-GSE14496-5	GSM362082	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362082.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362082_sample_table.txt norm	GSM362082_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362081 1	Col-0	n/a	10-day old, light grown seedlings	col control, biological rep1 (higher order mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362081 extract 1	total RNA	P-GSE14496-4	GSM362081 LE 1	biotin	P-GSE14496-5	GSM362081	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362081.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362081_sample_table.txt norm	GSM362081_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362050 1	T-DNA insertion in ACS9	n/a	10-day old, light grown seedlings	mutant acs9B, biological rep3 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362050 extract 1	total RNA	P-GSE14496-4	GSM362050 LE 1	biotin	P-GSE14496-5	GSM362050	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362050.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362050_sample_table.txt norm	GSM362050_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362049 1	T-DNA insertion in ACS9	n/a	10-day old, light grown seedlings	mutant acs9B, biological rep2 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362049 extract 1	total RNA	P-GSE14496-4	GSM362049 LE 1	biotin	P-GSE14496-5	GSM362049	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362049.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362049_sample_table.txt norm	GSM362049_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362048 1	T-DNA insertion in ACS9	n/a	10-day old, light grown seedlings	mutant acs9B, biological rep1 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362048 extract 1	total RNA	P-GSE14496-4	GSM362048 LE 1	biotin	P-GSE14496-5	GSM362048	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362048.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362048_sample_table.txt norm	GSM362048_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362047 1	T-DNA insertion in ACS6	n/a	10-day old, light grown seedlings	mutant acs6E, biological rep3 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362047 extract 1	total RNA	P-GSE14496-4	GSM362047 LE 1	biotin	P-GSE14496-5	GSM362047	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362047.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362047_sample_table.txt norm	GSM362047_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362046 1	T-DNA insertion in ACS6	n/a	10-day old, light grown seedlings	mutant acs6E, biological rep2 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362046 extract 1	total RNA	P-GSE14496-4	GSM362046 LE 1	biotin	P-GSE14496-5	GSM362046	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362046.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362046_sample_table.txt norm	GSM362046_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362045 1	T-DNA insertion in ACS6	n/a	10-day old, light grown seedlings	mutant acs6E, biological rep1 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362045 extract 1	total RNA	P-GSE14496-4	GSM362045 LE 1	biotin	P-GSE14496-5	GSM362045	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362045.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362045_sample_table.txt norm	GSM362045_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362044 1	T-DNA insertion in ACS5	n/a	10-day old, light grown seedlings	mutant acs5D, biological rep3 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362044 extract 1	total RNA	P-GSE14496-4	GSM362044 LE 1	biotin	P-GSE14496-5	GSM362044	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362044.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362044_sample_table.txt norm	GSM362044_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362043 1	T-DNA insertion in ACS5	n/a	10-day old, light grown seedlings	mutant acs5D, biological rep2 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362043 extract 1	total RNA	P-GSE14496-4	GSM362043 LE 1	biotin	P-GSE14496-5	GSM362043	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362043.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362043_sample_table.txt norm	GSM362043_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362042 1	T-DNA insertion in ACS5	n/a	10-day old, light grown seedlings	mutant acs5D, biological rep1 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362042 extract 1	total RNA	P-GSE14496-4	GSM362042 LE 1	biotin	P-GSE14496-5	GSM362042	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362042.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362042_sample_table.txt norm	GSM362042_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362041 1	T-DNA insertion in ACS5	n/a	10-day old, light grown seedlings	mutant acs5C, biological rep3 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362041 extract 1	total RNA	P-GSE14496-4	GSM362041 LE 1	biotin	P-GSE14496-5	GSM362041	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362041.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362041_sample_table.txt norm	GSM362041_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362040 1	T-DNA insertion in ACS5	n/a	10-day old, light grown seedlings	mutant acs5C, biological rep2 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362040 extract 1	total RNA	P-GSE14496-4	GSM362040 LE 1	biotin	P-GSE14496-5	GSM362040	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362040.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362040_sample_table.txt norm	GSM362040_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362039 1	T-DNA insertion in ACS5	n/a	10-day old, light grown seedlings	mutant acs5C, biological rep1 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362039 extract 1	total RNA	P-GSE14496-4	GSM362039 LE 1	biotin	P-GSE14496-5	GSM362039	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362039.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362039_sample_table.txt norm	GSM362039_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362038 1	T-DNA insertion in ACS4	n/a	10-day old, light grown seedlings	mutant acs4A, biological rep3 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362038 extract 1	total RNA	P-GSE14496-4	GSM362038 LE 1	biotin	P-GSE14496-5	GSM362038	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362038.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362038_sample_table.txt norm	GSM362038_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362037 1	T-DNA insertion in ACS4	n/a	10-day old, light grown seedlings	mutant acs4A, biological rep2 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362037 extract 1	total RNA	P-GSE14496-4	GSM362037 LE 1	biotin	P-GSE14496-5	GSM362037	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362037.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362037_sample_table.txt norm	GSM362037_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362036 1	T-DNA insertion in ACS4	n/a	10-day old, light grown seedlings	mutant acs4A, biological rep1 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362036 extract 1	total RNA	P-GSE14496-4	GSM362036 LE 1	biotin	P-GSE14496-5	GSM362036	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362036.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362036_sample_table.txt norm	GSM362036_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362035 1	T-DNA insertion in ACS2	n/a	10-day old, light grown seedlings	mutant acs2C, biological rep3 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362035 extract 1	total RNA	P-GSE14496-4	GSM362035 LE 1	biotin	P-GSE14496-5	GSM362035	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362035.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362035_sample_table.txt norm	GSM362035_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362034 1	T-DNA insertion in ACS2	n/a	10-day old, light grown seedlings	mutant acs2C, biological rep2 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362034 extract 1	total RNA	P-GSE14496-4	GSM362034 LE 1	biotin	P-GSE14496-5	GSM362034	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362034.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362034_sample_table.txt norm	GSM362034_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
GSM362033 1	T-DNA insertion in ACS2	n/a	10-day old, light grown seedlings	mutant acs2C, biological rep1 (single mutant)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE14496-2	P-GSE14496-3	GSM362033 extract 1	total RNA	P-GSE14496-4	GSM362033 LE 1	biotin	P-GSE14496-5	GSM362033	A-AFFY-2	  	P-GSE14496-6	P-GSE14496-7	GSM362033.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.raw.1.zip	P-GSE14496-1	GSM362033_sample_table.txt norm	GSM362033_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14496/E-GEOD-14496.processed.1.zip
