Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[organism]	Characteristics[genotype]	Characteristics[ecotype]	Characteristics[organism part]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue[growth condition]	FactorValue[time]	Unit[TimeUnit]
GSM469838 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469838 extract 1	total RNA	P-GSE18985-3	GSM469838 LE 1	biotin	P-GSE18985-4	GSM469838	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469838.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469838_sample_table.txt norm	GSM469838_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	0	minute
GSM469845 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469845 extract 1	total RNA	P-GSE18985-3	GSM469845 LE 1	biotin	P-GSE18985-4	GSM469845	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469845.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469845_sample_table.txt norm	GSM469845_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	0	minute
GSM469830 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469830 extract 1	total RNA	P-GSE18985-3	GSM469830 LE 1	biotin	P-GSE18985-4	GSM469830	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469830.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469830_sample_table.txt norm	GSM469830_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	30	minute
GSM469837 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469837 extract 1	total RNA	P-GSE18985-3	GSM469837 LE 1	biotin	P-GSE18985-4	GSM469837	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469837.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469837_sample_table.txt norm	GSM469837_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	30	minute
GSM469844 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469844 extract 1	total RNA	P-GSE18985-3	GSM469844 LE 1	biotin	P-GSE18985-4	GSM469844	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469844.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469844_sample_table.txt norm	GSM469844_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	30	minute
GSM469828 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469828 extract 1	total RNA	P-GSE18985-3	GSM469828 LE 1	biotin	P-GSE18985-4	GSM469828	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469828.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469828_sample_table.txt norm	GSM469828_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	60	minute
GSM469835 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469835 extract 1	total RNA	P-GSE18985-3	GSM469835 LE 1	biotin	P-GSE18985-4	GSM469835	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469835.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469835_sample_table.txt norm	GSM469835_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	60	minute
GSM469842 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469842 extract 1	total RNA	P-GSE18985-3	GSM469842 LE 1	biotin	P-GSE18985-4	GSM469842	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469842.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469842_sample_table.txt norm	GSM469842_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	60	minute
GSM469826 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469826 extract 1	total RNA	P-GSE18985-3	GSM469826 LE 1	biotin	P-GSE18985-4	GSM469826	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469826.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469826_sample_table.txt norm	GSM469826_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	180	minute
GSM469833 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469833 extract 1	total RNA	P-GSE18985-3	GSM469833 LE 1	biotin	P-GSE18985-4	GSM469833	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469833.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469833_sample_table.txt norm	GSM469833_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	180	minute
GSM469840 1	After sterilisation, the seeds were incubated in water at 4ºC for 72 hours, in the dark. All seeds were placed in a 1.5ml eppendorf tube containing 70% ethanol with shaking for 3 minutes. The ethanol was removed and replaced with 10% bleach/0.1% Tween-20 for a further 3 minutes . The samples were washed by rinsing with sterile H2O for 2 minutes; this was repeated 4 times. GA2oxOE seeds were plated onto plates containing 0.7% Gelrite (Duchefa)0.05% MES (Sigma), 1x Murashige and Skoog (Duchefa), 1% Sucrose (Duchefa) at pH 5.8. The plates were stood at an angle of 70o from the horizontal. The plants were grown under continuous light (150umol-2.sec-1)at 22C. After six days seedlings were either treated with water or 5 uM GA4 for 0, 30, 60 and 180 min. Approximately 400 hypocotyls were harvested per timepoint using a razorblade and after excision the hypocotyls were frozen in liquid nitrogen. The hypocotyls were ground using a TissueLyser (Qiagen) and total RNA extracted using a Qiagen RNeasy kit. 22 ºC average, 22 ºC day, 22 ºC night 60 % average, 60 % day, 60 % night Murashige & Skoog basal salt mixture Constant light	Pcga2ox1	Arabidopsis thaliana	Pcga2ox1 overexpression	Col-0	hypocotyl	P-GSE18985-2	GSM469840 extract 1	total RNA	P-GSE18985-3	GSM469840 LE 1	biotin	P-GSE18985-4	GSM469840	A-AFFY-2	P-GSE18985-5	P-GSE18985-6	GSM469840.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.raw.1.zip	P-GSE18985-1	GSM469840_sample_table.txt norm	GSM469840_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18985/E-GEOD-18985.processed.1.zip	water	180	minute
